"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000056888",30.8220410353405,-1.77843480424727,2.27978921467888,0.00193356483102516,0.00992860294493229,"Glipr1"
"ENSMUSG00000068617",5.68915660440244,-1.8935757393239,2.58391437463524,0.00194314997094478,0.00997443295335055,"Efcab1"
"ENSMUSG00000005237",16.44552963564,-1.30808966585506,1.35132808061541,0.00197458334808774,0.0101050784078195,"Dnah2"
"ENSMUSG00000033187",8.26848953959438,-1.72900546974845,2.33753404915476,0.00218044425910124,0.0109605850666521,"BC016579"
"ENSMUSG00000094651",26.1360437973847,-1.02867367936795,0.785423540724052,0.00229214315416575,0.0114258516787135,"Gal3st2"
"ENSMUSG00000076617",40.8508287414,-1.57964657286101,2.07967991022592,0.00235368508070022,0.0116803718642587,"Ighm"
"ENSMUSG00000028591",10.9859671442506,-1.60674738330091,2.15376181976184,0.00237138321594287,0.0117612163416229,"Pramef12"
"ENSMUSG00000048616",25.4639977511262,-1.05492208664411,0.892643871139385,0.0024642758622463,0.0121462420411633,"Nog"
"ENSMUSG00000028635",13.0755436254551,-1.39838738046011,1.81776012251835,0.00271865511271804,0.0131823619245632,"Edn2"
"ENSMUSG00000031448",78.5764228546326,-1.37249676505756,1.78187680459702,0.0027875286534319,0.0134694287116105,"Adprhl1"
"ENSMUSG00000018907",15.3742203785726,-1.24110006812863,1.48368429236704,0.00284492136134648,0.0136795211834134,"Alox12e"
"ENSMUSG00000026344",40.4705864747727,-1.01791499999288,0.889373676955693,0.00289388175506877,0.0138674238817559,"Lypd1"
"ENSMUSG00000030683",9.8680933772464,-1.54732998256537,2.37466992120899,0.00296405771004151,0.0141388238937317,"Sez6l2"
"ENSMUSG00000003178",17.8487864767704,-1.56007665732951,2.52854545407272,0.00301338617849367,0.0143184928914367,"Mical3"
"ENSMUSG00000023992",17.7105496997958,-1.15185306537565,1.31213482841372,0.00304108199642838,0.0144112969912968,"Trem2"
"ENSMUSG00000061615",13.6414753697959,-1.44716432543912,2.13239767354229,0.00313793772191711,0.0147989534661745,"Hist1h2ab"
"ENSMUSG00000019845",34.4075133442879,-1.04387298889999,1.04455255592815,0.00320329067348859,0.0150434954528486,"Tube1"
"ENSMUSG00000057378",44.1546604270991,-1.02024709587273,0.976299135618327,0.00322897458641404,0.0151428398533458,"Ryr3"
"ENSMUSG00000035365",71.1066677576315,-1.25316665814424,1.76554676661284,0.00364011226881785,0.0167099728509691,"Parpbp"
"ENSMUSG00000085272",17.5885509228889,-1.05449443357834,1.19744469205236,0.00368102666074527,0.01683762441371,"Sbk3"
"ENSMUSG00000037034",25.1601714921365,-1.07933900191654,1.28357578321324,0.00371659173118915,0.0169724355724305,"Pax1"
"ENSMUSG00000036136",6.12407894367246,-1.38276287320998,2.32797911727689,0.00378550073779102,0.0172166684271131,"Fam110c"
"ENSMUSG00000030340",14.4917390432684,-1.01059990394343,1.09510138424873,0.00385347899460977,0.01747342591316,"Scnn1a"
"ENSMUSG00000057899",7.46917177464287,-1.35767325668729,2.23535380416448,0.00385799388999209,0.017484802284051,"Gpr111"
"ENSMUSG00000060969",6.64393218825327,-1.36012539895585,2.28054677444345,0.00388775097552745,0.0175716251500719,"Irx1"
"ENSMUSG00000091694",13.7245472049921,-1.06471739703696,1.28908468891016,0.00391995287366602,0.0176789239963448,"Apol11b"
"ENSMUSG00000009941",10.0925503186263,-1.25699724086196,1.88688740813405,0.00395348797011368,0.0178187636315854,"Nxf2"
"ENSMUSG00000043020",4.65204276921621,-1.24715962872051,1.9950103268068,0.00430600275925325,0.0191004591608702,"Wdr63"
"ENSMUSG00000027398",33.1546319878329,-1.1860631992985,1.77620904757885,0.00431041750266239,0.0191102341020187,"Il1b"
"ENSMUSG00000035681",13.62838074391,-1.26099830743784,2.1127161558052,0.00440734027168845,0.0194627130524821,"Kcnc2"
"ENSMUSG00000022102",12.4686105645306,-1.18995769159839,1.83485385481422,0.00444572677384409,0.019579941317004,"Dok2"
"ENSMUSG00000053399",32.1920209178636,-1.21443605657481,2.44366620913036,0.00465667580742959,0.020337517492913,"Adamts18"
"ENSMUSG00000074121",8.53178302966325,-1.09722805694803,1.61373041872269,0.00478090308528279,0.0207985461133307,"Ntf5"
"ENSMUSG00000048013",6.17928972440898,-1.12400779927214,1.76821528616815,0.00497954691444768,0.021515967338791,"Krt35"
"ENSMUSG00000020848",12.7649776368965,-1.09984094225222,1.7180557207123,0.00511724865014246,0.0220040375452743,"Doc2b"
"ENSMUSG00000068859",5.26235887315201,-1.16741093523466,2.11878544630019,0.00524383056763211,0.0223870712918016,"Sp9"
"ENSMUSG00000005883",9.95644047784336,-1.16251357067821,2.10438874650239,0.00527832719490483,0.0225056022284794,"Spo11"
"ENSMUSG00000025739",5.84569792082823,-1.15493306534085,2.14432749602901,0.00537622377912966,0.0228298283141192,"Gng13"
"ENSMUSG00000068227",15.1866170268753,-1.01206551364059,1.51605468894912,0.00562317498673896,0.0236737983181112,"Il2rb"
"ENSMUSG00000045019",8.43895212232394,-1.02353416778135,1.59884905227521,0.00577238491313314,0.0241871750962563,"Acer1"
"ENSMUSG00000048337",7.26260022662909,-1.10166010493741,2.18303710999773,0.00585916805308793,0.0245070407505785,"Npy4r"
"ENSMUSG00000092486",13.5188464541793,-1.02759639195423,1.64616536632791,0.00588748195493293,0.0245872324338731,"2610524H06Rik"
"ENSMUSG00000104445",4.89824215797119,-1.10156649349013,2.10237418582833,0.00588863775474416,0.0245872324338731,"Rhbg"
"ENSMUSG00000031098",9.20542388423172,-1.07937673798596,1.89610450689995,0.00589292880008097,0.0245990039871512,"Syt8"
"ENSMUSG00000037337",11.4167114955173,-1.08258287492787,1.94470665012006,0.00594838617922559,0.0247809886838426,"Map4k1"
"ENSMUSG00000074934",8.05180474435231,-1.01593728376101,1.87874928052246,0.00674056297356882,0.0274249682425095,"Grem1"
