"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000030732",3179.24393673125,-1.86845737241765,0.13148282300863,3.58049870440918e-47,2.61430112902436e-43,"Chrdl2"
"ENSMUSG00000033715",968.09850942605,-2.8261501081602,0.21393637637768,1.19275138642716e-40,4.35443712399895e-37,"Akr1c14"
"ENSMUSG00000030739",890.86596890493,-2.75178178926788,0.244191496038465,3.27454409556706e-30,7.96969457126096e-27,"Myh14"
"ENSMUSG00000038332",1891.56944930656,-1.71849331280653,0.179457999825547,5.14567495647683e-25,6.26185761578593e-22,"Sesn1"
"ENSMUSG00000094065",3624.39208675595,-2.28854427831859,0.241533120135539,6.00577715159654e-22,5.48139773404777e-19,"Gm21541"
"ENSMUSG00000032373",2532.87009007603,-1.23994560643626,0.165879203107145,1.76524433353491e-18,1.08889590662119e-15,"Car12"
"ENSMUSG00000037443",1494.53673932563,-1.17830871410711,0.154200394775423,1.98059924144445e-18,1.15690762891253e-15,"Cep85"
"ENSMUSG00000101939",392.873798556344,-10.438997216244,1.46954096199876,2.36097835603601e-14,8.77700541397215e-12,"Gm28438"
"ENSMUSG00000059436",548.637526586946,-1.21287393855059,0.197199379455881,4.42109138091974e-14,1.53650196360214e-11,"Max"
"ENSMUSG00000074505",22.4070922785751,-35.7693857214897,5.1078028601207,8.75915664864157e-13,2.28410650964487e-10,"Fat3"
"ENSMUSG00000032500",438.645799758503,-1.26307592280404,0.234790545919116,2.86765461083157e-12,6.44251696645746e-10,"Dclk3"
"ENSMUSG00000042595",445.8970073257,-1.50969563654611,0.286642377611158,3.34460457623027e-12,7.28974039204337e-10,"Fam199x"
"ENSMUSG00000028893",1345.9325301425,-4.09714693489981,0.663303287495256,5.56320281089572e-12,1.16056358067872e-09,"Sesn2"
"ENSMUSG00000037816",759.358182587094,-1.02545920519099,0.175314141838636,1.37050944113723e-11,2.70453369850364e-09,"Fbxw17"
"ENSMUSG00000037490",1259.70976230224,-1.32179102626026,0.272636474856855,4.22108651574789e-11,7.51713736456908e-09,"Slc2a12"
"ENSMUSG00000024924",1434.81289378882,-1.03444831967867,0.186960318371032,6.7277137620307e-11,1.10387420299926e-08,"Vldlr"
"ENSMUSG00000024011",750.49179073429,-1.41101322937799,0.303690794630902,1.05820350321682e-10,1.66160707069627e-08,"Pi16"
"ENSMUSG00000061578",81.9337085427809,-3.55274352980802,0.664822085898061,1.85518008946218e-09,2.38406398531085e-07,"Ksr2"
"ENSMUSG00000022129",75.5336382813367,-3.82398091268945,0.737666979813418,2.65769353271377e-09,3.20746269902638e-07,"Dct"
"ENSMUSG00000029298",317.757453578466,-1.29238616492117,0.329191466143138,7.63596559921706e-09,8.44757618525506e-07,"Gbp9"
"ENSMUSG00000034926",551.745162369043,-1.12702739136207,0.284047361546195,2.77879912946334e-08,2.72340964345995e-06,"Dhcr24"
"ENSMUSG00000032172",40.869625451271,-7.73958852503954,1.92284258876536,1.64920065032709e-07,1.38409638486934e-05,"Olfm2"
"ENSMUSG00000000889",349.729078984009,-2.01393038278912,0.569510948544235,2.27378562830875e-07,1.81443123115807e-05,"Dbh"
"ENSMUSG00000073791",76.9124882535629,-1.80692099677842,0.569424752301355,4.12361255371875e-07,3.08805713445923e-05,"Efcab7"
"ENSMUSG00000009216",176.725980514324,-2.88403549473331,0.823539999607036,7.95905962082071e-07,5.32280063230658e-05,"Fam163b"
"ENSMUSG00000034607",119.433977005368,-1.82393316776338,0.672706464419928,1.90170188241251e-06,0.000114992791867431,"Pof1b"
"ENSMUSG00000079013",58.0386081465947,-5.45818573865588,2.56112672801502,3.76051262229128e-06,0.000208801390963192,"Serpina3j"
"ENSMUSG00000036381",422.893330169526,-1.03476388587428,0.381658192287883,5.28162612070182e-06,0.000274668509401531,"P2ry14"
"ENSMUSG00000049685",122.585493040331,-4.48229791597216,2.74859737035032,9.4470385929651e-06,0.000447906183678797,"Cyp2g1"
"ENSMUSG00000030579",12.5459742376423,-4.97294951775654,3.34091444103984,9.53710611944027e-06,0.000449259227942536,"Tyrobp"
"ENSMUSG00000093909",29.4589011709011,-4.19022793931514,3.29201382544699,1.6263478617872e-05,0.000698516406637601,"Gm3883"
"ENSMUSG00000042873",106.895391054151,-1.33820495802074,0.690520609993693,1.65242932678012e-05,0.000707637110233727,"Lhfpl4"
"ENSMUSG00000089960",28.8221657509688,-4.01928186883213,3.15768959812395,1.74483234073089e-05,0.000736410019413098,"Ugt1a1"
"ENSMUSG00000022376",24.9383224230942,-3.95452705978975,3.08647327805373,1.77345512156257e-05,0.000744188653453396,"Adcy8"
"ENSMUSG00000015709",172.808089385538,-2.85710777242417,3.79939414724676,4.20530130269755e-05,0.001546851761292,"Arnt2"
"ENSMUSG00000036523",442.771955541578,-1.77599600693009,1.36037937620522,5.71128494380662e-05,0.00197634819986749,"Greb1"
"ENSMUSG00000021457",29.9054730277643,-1.62935012220358,1.30322936206307,7.0496115280391e-05,0.00233436456108741,"Syk"
"ENSMUSG00000021750",67.3332458813144,-1.33452061551852,1.17733573102036,0.000114534247446581,0.00356619107774504,"Fam107a"
"ENSMUSG00000005237",16.44552963564,-1.37420828683693,1.65501203713303,0.000162435241962289,0.0046878297201093,"Dnah2"
"ENSMUSG00000071019",27.4640426272455,-1.09365997928743,2.14105686428996,0.000264625572335053,0.00692531762152111,"Sdr16c6"
