"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000050069",88.1620044547878,1.4194023320194,0.610554841329971,5.40503645635302e-06,0.000287563327482127,"Grem2"
"ENSMUSG00000094651",26.5759729349799,2.51952849489279,1.02890346407502,5.50866218804651e-06,0.000291101748804415,"Gal3st2"
"ENSMUSG00000046844",189.060183694292,1.06125131197606,0.411291233659882,5.59478361083443e-06,0.000293480754322719,"Vat1l"
"ENSMUSG00000033458",16.7552659195023,5.02708048290663,3.27455120303609,1.11432122643382e-05,0.00053054466035623,"Fan1"
"ENSMUSG00000005220",89.8255518015911,2.43373311828274,1.51149165693877,2.42336038876961e-05,0.00100917096969654,"Corin"
"ENSMUSG00000020701",77.7392709395066,1.45304996790556,0.838484772918566,2.78048638210246e-05,0.00113885675102553,"Tmem132e"
"ENSMUSG00000043531",148.353175525986,1.32473182096538,0.75461593157923,2.86706568488059e-05,0.00116158894279037,"Sorcs1"
"ENSMUSG00000017737",207.631128131356,1.40224549544677,0.812963088913446,2.92220561567223e-05,0.00117438102027688,"Mmp9"
"ENSMUSG00000030827",75.7940335544262,1.24733289665172,0.710168264938743,3.10932026190998e-05,0.00123958234441478,"Fgf21"
"ENSMUSG00000015377",32.8823954192439,2.56383357519241,2.92329313971683,6.91481805749554e-05,0.00239852737725193,"Dennd6b"
"ENSMUSG00000050243",39.030752604929,2.47726906206082,3.00335758376409,7.5619097808084e-05,0.00253531698756452,"Gm5446"
"ENSMUSG00000023945",18.3538900068797,1.68237585240782,1.65660729926317,0.0001021304153215,0.00326249937832568,"Slc5a7"
"ENSMUSG00000029306",13.3140343874685,1.82538982498389,3.07897017768253,0.000120599422982938,0.00372512680494819,"Ibsp"
"ENSMUSG00000030017",27.2366292451867,1.32002332506637,1.33475907796154,0.000151793180833733,0.00444962363424374,"Reg3g"
