"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000027715",1292.95684039735,-1.94455282921967,0.189068918966884,4.1902824959668e-27,8.19439672675564e-24,"Ccna2"
"ENSMUSG00000058914",32673.2934059957,-1.2483648557298,0.149157593624002,6.26753391895979e-18,4.5155932535074e-15,"C1qtnf3"
"ENSMUSG00000022033",672.376879086914,-2.19964630628721,0.306208792659372,1.32766997498257e-17,8.65451156549352e-15,"Pbk"
"ENSMUSG00000026278",1411.21572345265,-1.10610018818615,0.141853704597316,3.30087168901058e-16,1.80742530203463e-13,"Bok"
"ENSMUSG00000036777",1028.37856117593,-1.47997005890763,0.197798865992519,4.96235379580065e-15,2.26432203702384e-12,"Anln"
"ENSMUSG00000017716",729.331910295959,-1.83124668791065,0.265684961089231,4.18868029761013e-14,1.63825270268529e-11,"Birc5"
"ENSMUSG00000022332",1397.01358524115,-1.9144290095477,0.284891791024936,5.02336966324084e-14,1.91013631444733e-11,"Khdrbs3"
"ENSMUSG00000094483",5030.85329773537,-1.18134614783048,0.16545140077155,5.9483143131459e-14,2.20071553061228e-11,"Purb"
"ENSMUSG00000021214",62.3234055998624,-6.1284491407627,0.863096809793343,2.31373962516432e-13,8.12122608432677e-11,"Akr1c18"
"ENSMUSG00000041431",1234.1889164637,-1.62356309502183,0.243564764797227,8.36758123070116e-13,2.54541821037929e-10,"Ccnb1"
"ENSMUSG00000048327",590.743587017559,-1.44625223078822,0.225490293117651,7.95197266548125e-12,2.0158250706995e-09,"Ckap2l"
"ENSMUSG00000026683",520.222501507884,-1.69253584808442,0.27233985102922,9.33085744211833e-12,2.32236559136651e-09,"Nuf2"
"ENSMUSG00000024735",2487.64538532581,-1.81611879278466,0.308287321443998,2.08083100379327e-11,4.59427348563323e-09,"Prpf19"
"ENSMUSG00000037318",726.056041164016,-1.22300450034191,0.201125227732392,5.33167431352822e-11,1.07331308349835e-08,"Traf3ip3"
"ENSMUSG00000039883",3984.35407080925,-1.09369093184367,0.187226442815531,1.03520726417793e-10,1.86459897885944e-08,"Lrrc17"
"ENSMUSG00000022790",198.987971001704,-1.61906534959046,0.282118215516048,2.09587980193193e-10,3.54203686526496e-08,"Igsf11"
"ENSMUSG00000032218",832.285752621955,-1.26632914551377,0.223733249879371,5.76146783116952e-10,8.666893751745e-08,"Ccnb2"
"ENSMUSG00000026390",48.7909298922246,-10.0758081258999,1.79055404460151,6.56300839292863e-10,9.7653284663913e-08,"Marco"
"ENSMUSG00000019942",919.393394719123,-1.57416095903653,0.285013918457198,7.87122910182422e-10,1.1462686720731e-07,"Cdk1"
"ENSMUSG00000030677",541.057332434363,-1.49813849688412,0.270675453183529,9.67826462616259e-10,1.38006004653687e-07,"Kif22"
"ENSMUSG00000039396",291.363360495304,-1.74271355169705,0.331743998945815,9.91486053058664e-10,1.39922191549691e-07,"Neil3"
"ENSMUSG00000020914",1507.41204025655,-1.3577096290221,0.244106969575419,1.03262656666651e-09,1.4424107215406e-07,"Top2a"
"ENSMUSG00000025229",450.402456392419,-1.45000376185983,0.2628767233982,1.18846105229951e-09,1.64331750958868e-07,"Pitx3"
"ENSMUSG00000039982",3380.67852789012,-1.05527331569797,0.19951044306047,1.3954506227841e-09,1.87277682110702e-07,"Dtx4"
"ENSMUSG00000040084",775.595218402376,-1.34868977937006,0.247595321645126,1.8186962235718e-09,2.34869175513909e-07,"Bub1b"
"ENSMUSG00000087679",726.63045875983,-1.16144870778296,0.220253138822266,2.75621527472192e-09,3.39908386447463e-07,"C330006A16Rik"
"ENSMUSG00000015880",362.052980265172,-1.61250757049256,0.313012428813334,3.78370773694299e-09,4.58364382398341e-07,"Ncapg"
"ENSMUSG00000028312",984.728559632746,-1.16616097208101,0.230158444800635,7.31454844831251e-09,8.3440711424125e-07,"Smc2"
"ENSMUSG00000031004",882.626724643512,-1.45339213376521,0.286693456530608,9.41225047229852e-09,1.05610079274831e-06,"Mki67"
"ENSMUSG00000038014",2690.18453775849,-1.27475042896967,0.252427991147287,1.06233181510967e-08,1.17276292072874e-06,"Fam120a"
"ENSMUSG00000021144",1419.45679520004,-1.63410442795067,0.336098514575988,1.12591804644609e-08,1.22322953474607e-06,"Mta1"
"ENSMUSG00000028068",499.762470603471,-1.53453907145098,0.310368627556637,1.28275854439459e-08,1.33027891774375e-06,"Iqgap3"
"ENSMUSG00000023015",1476.89759023613,-1.1376955546096,0.238579810001691,2.41203876023384e-08,2.32523933724233e-06,"Racgap1"
"ENSMUSG00000030669",41.2872765080936,-3.21701884997904,1.17632310529864,3.07519235947244e-08,2.82525558448445e-06,"Calca"
"ENSMUSG00000034926",523.30207026056,-1.36752934712481,0.292883080785569,5.31251753110365e-08,4.62440295159711e-06,"Dhcr24"
"ENSMUSG00000020897",508.759785822453,-1.49730617826202,0.332910739062502,7.8747619076565e-08,6.53318883357029e-06,"Aurkb"
"ENSMUSG00000027469",908.687621943137,-1.26740721155515,0.279780308925032,8.75124169292972e-08,7.08850577127307e-06,"Tpx2"
"ENSMUSG00000036565",720.636603766134,-1.20297803698488,0.270155585012984,1.05501050160792e-07,8.252593575149e-06,"Ttyh3"
"ENSMUSG00000020330",404.811977923108,-1.38643290932229,0.326520386173492,2.34684880729427e-07,1.66456027580577e-05,"Hmmr"
"ENSMUSG00000038943",1513.08196544521,-1.10885849116414,0.266049534295522,2.41760584849219e-07,1.70590754948503e-05,"Prc1"
"ENSMUSG00000023505",593.389000869213,-1.3384035452562,0.321007292455256,3.17048707169872e-07,2.15924365793451e-05,"Cdca3"
"ENSMUSG00000001138",619.434916977207,-1.37208679470182,0.335597708595238,3.96281492916488e-07,2.63334823132709e-05,"Cnnm3"
"ENSMUSG00000024247",662.858955684727,-1.02885443867658,0.262876859896455,4.90197667079781e-07,3.10662771511811e-05,"Pkdcc"
"ENSMUSG00000021485",167.170996644438,-1.56378972331475,0.415839563112687,5.05740261458289e-07,3.19035872769701e-05,"Mxd3"
"ENSMUSG00000007415",570.979831518311,-1.03472566509109,0.269533061952882,6.6161529259256e-07,4.07966294608088e-05,"Gatad1"
"ENSMUSG00000033031",399.522097100587,-1.37986356365792,0.35440112425131,7.01845787689797e-07,4.2890924052168e-05,"C330027C09Rik"
"ENSMUSG00000028736",897.977892619708,-1.18578715745934,0.303347368184138,7.13486447176018e-07,4.32164423689934e-05,"Pax7"
"ENSMUSG00000028175",219.031003459717,-1.56322121349767,0.440006678495838,8.01936442949763e-07,4.78536955524621e-05,"Depdc1a"
"ENSMUSG00000049866",366.31934687846,-1.40251515749101,0.366401079363115,8.04028780558572e-07,4.78536955524621e-05,"Arl4c"
"ENSMUSG00000009630",3602.22197635278,-1.30823935275831,0.338446607537804,8.39612549706325e-07,4.97552216144151e-05,"Ppp2cb"
"ENSMUSG00000022986",51.2662723194022,-2.2053637943894,1.18646065447885,9.78426369298719e-07,5.62759603753368e-05,"Krt75"
"ENSMUSG00000020808",242.15705753948,-1.42655484989288,0.392478850949325,1.24333845539949e-06,6.87804957455393e-05,"Fam64a"
"ENSMUSG00000021051",522.338634006916,-1.10687382954479,0.32289307738707,3.11140051587652e-06,0.000147377029971743,"Ppp2r5e"
"ENSMUSG00000026574",3221.82703527665,-1.06992638648879,0.314061160035666,3.21130453620323e-06,0.00015106373813088,"Dpt"
"ENSMUSG00000070802",691.122052769358,-1.00442956346504,0.301362452545657,3.77616279692186e-06,0.000175525025919367,"Pnmal2"
"ENSMUSG00000064360",615.538660539725,-1.08926962059358,0.331328684712895,4.76351226764212e-06,0.000215919600767394,"mt-Nd3"
"ENSMUSG00000094777",1687.17165737223,-1.10897828172625,0.338295203263433,4.9442771820698e-06,0.000223373631502817,"Hist1h2ap"
"ENSMUSG00000021951",366.352926744817,-1.27777854545117,0.39800841058697,5.14250765299935e-06,0.000229302238638137,"N6amt2"
"ENSMUSG00000037944",24.2489672427585,-2.40305558009956,2.01936694977898,5.20014682260613e-06,0.000231119512515115,"Ccr7"
"ENSMUSG00000027326",258.681186749317,-1.42014633111523,0.482601298422692,5.22365528785603e-06,0.00023141300076201,"Casc5"
"ENSMUSG00000044201",94.5169342072055,-1.5752963035734,0.839319604262869,5.92211445573738e-06,0.000254131112177395,"Cdc25c"
"ENSMUSG00000034413",381.359195009661,-1.17095600612183,0.40438722211792,1.34477714193575e-05,0.000504346693039957,"Neurl1b"
"ENSMUSG00000039697",1145.38342744779,-1.07514125289307,0.367528603181942,1.38841353250752e-05,0.000517874464482165,"Ncoa7"
"ENSMUSG00000051378",269.043000532323,-1.35512842889906,0.593212937907801,1.56961785985867e-05,0.000577594056010894,"Kif18b"
"ENSMUSG00000030019",693.163222704033,-1.22580373733174,0.454844737204217,1.81614637750545e-05,0.000650817480672043,"Fbxl14"
"ENSMUSG00000052139",221.5443759637,-1.31708933215881,0.583329329316362,2.02295846499705e-05,0.000713718516168675,"Bre"
"ENSMUSG00000078773",118.829563555209,-1.29352631128276,0.589580668798101,2.42609641913136e-05,0.000822050343601219,"Rad54b"
"ENSMUSG00000027306",476.06072209676,-1.00065932819245,0.364834596433974,2.44836257470931e-05,0.000827546550251746,"Nusap1"
"ENSMUSG00000002055",345.751473171795,-1.12031353003169,0.431314066831563,2.99165628013503e-05,0.000972750185718965,"Spag5"
"ENSMUSG00000019933",143.83792201399,-1.11125426028749,0.432388465667308,3.24964697781006e-05,0.00103935554858042,"2310015B20Rik"
"ENSMUSG00000063063",48.0611868392081,-1.22082959465321,1.04247603617794,3.24285407914501e-05,0.00103935554858042,"Ctnna2"
"ENSMUSG00000042918",230.574202306312,-1.07388263110505,0.420678796335216,3.67183973119742e-05,0.00115020169520278,"Mamstr"
"ENSMUSG00000040564",37.5848375979868,-1.20498897161798,0.811839056482002,3.74907028067552e-05,0.00116904380574413,"Apoc1"
"ENSMUSG00000005233",503.762594842712,-1.08534748995257,0.430277738118005,3.84352196146703e-05,0.00118767431445874,"Spc25"
"ENSMUSG00000002778",403.553513428209,-1.02087849984333,0.405838531599176,4.44446899906498e-05,0.0013486229945915,"Kdelr1"
"ENSMUSG00000037161",72.7693149070341,-1.17232653172524,0.573860330813388,5.53471907851278e-05,0.00161890533046499,"Mgarp"
"ENSMUSG00000005470",339.236472168892,-1.10800979867015,0.481846213898399,5.64537793773373e-05,0.00164075538406873,"Asf1b"
"ENSMUSG00000027699",663.099404263512,-1.04869194695455,0.444413637233101,6.04858981722577e-05,0.00174313991595797,"Ect2"
"ENSMUSG00000024791",227.350602853083,-1.01988046697634,0.456270163175861,8.54650179597394e-05,0.00230301305285605,"Cdca5"
"ENSMUSG00000039323",207.676770798889,-1.09984331804608,0.550985633213839,8.6926319338737e-05,0.00232863871903712,"Igfbp2"
"ENSMUSG00000029196",963.319405463899,-1.06039891191247,0.523124889634125,0.000103384480596793,0.00267175202998594,"Tada2b"
"ENSMUSG00000032113",114.077332212072,-1.03389406958719,0.493922587055776,0.000105806713166865,0.00271564394747486,"Chek1"
"ENSMUSG00000026605",465.451647330478,-1.03416224474726,0.579859546669622,0.000141795267307772,0.00341131004248875,"Cenpf"
