"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000002343",357.725581179058,1.45848989326153,0.250308564916103,3.85693048075421e-11,1.64823362474536e-09,"Armc6"
"ENSMUSG00000027678",1664.16166061327,1.10661030561191,0.188957308939033,6.73608995867006e-11,2.78104285436521e-09,"Ncoa3"
"ENSMUSG00000029009",2533.24626991693,1.26816761656171,0.219783569505578,7.71024207051033e-11,3.15269394590579e-09,"Mthfr"
"ENSMUSG00000034525",693.203092798298,1.32714014942412,0.230808454944963,7.74259194481973e-11,3.15834773328041e-09,"Ice1"
"ENSMUSG00000052934",1810.10705845777,1.0389302218152,0.177034599980169,7.77732021779094e-11,3.16494241130199e-09,"Fbxo31"
"ENSMUSG00000020576",700.075368914411,1.12627512373213,0.195276119204811,1.08276130881494e-10,4.33384109779427e-09,"Nbas"
"ENSMUSG00000045790",1257.12793978424,1.05018055869899,0.181197250787773,1.15686372335281e-10,4.59806138622114e-09,"Ccdc149"
"ENSMUSG00000022840",2486.01418537726,1.04655901733647,0.180938438928682,1.25626137436886e-10,4.93560200330953e-09,"Adcy5"
"ENSMUSG00000034055",1104.42730292186,1.07021105881766,0.185932370304137,1.3712337623744e-10,5.35032194101736e-09,"Phka1"
"ENSMUSG00000033209",2154.75527453061,1.17198262895748,0.206372680841589,1.61921101613766e-10,6.19039619644916e-09,"Ttc28"
"ENSMUSG00000036745",864.849504225433,1.00982718026567,0.175590628241188,1.75069077704126e-10,6.61885331249014e-09,"Ttll7"
"ENSMUSG00000047036",129.321771717944,8.67141619946569,1.4657195922922,2.29865891977095e-10,8.48364355866116e-09,"Zfp445"
"ENSMUSG00000032911",6507.26536955441,1.18416938691714,0.211148350579065,2.36639090927042e-10,8.69597659352802e-09,"Cspg4"
"ENSMUSG00000041949",467.354420495583,1.32623880427628,0.239249941589672,2.53159726065624e-10,9.24331153992497e-09,"Tango6"
"ENSMUSG00000035948",321.069238326462,1.32343289320733,0.240158846703426,3.05726786057175e-10,1.08829800189163e-08,"Acss3"
"ENSMUSG00000021277",468.137515127076,1.12942554219213,0.2021522380446,3.07645238202081e-10,1.09057358764734e-08,"Traf3"
"ENSMUSG00000029587",560.159000479705,1.10136998243907,0.196667270502571,3.09156375205591e-10,1.09365671237148e-08,"Zfp12"
"ENSMUSG00000029720",1343.62001134758,1.07714413839456,0.192516771992823,3.43214383883734e-10,1.2091215825623e-08,"Gm20605"
"ENSMUSG00000034126",513.857691962346,1.31678601911541,0.243208021847636,5.28814881379819e-10,1.80697846541228e-08,"Pomt2"
"ENSMUSG00000031385",1883.4630576955,1.33482187395996,0.247456071897727,5.69156252016291e-10,1.92553239149401e-08,"Plxnb3"
"ENSMUSG00000019984",550.989449461955,1.24550042059816,0.229766424105045,5.92492720437836e-10,1.99655995576789e-08,"Med23"
"ENSMUSG00000035181",689.032872180537,1.09050404400738,0.198770426248254,6.12397588695696e-10,2.05694964726603e-08,"Heatr5a"
"ENSMUSG00000025266",1218.07792821997,1.1596230244686,0.212896218997984,6.27866521545425e-10,2.09505911132506e-08,"Gnl3l"
"ENSMUSG00000043456",1005.77850690888,1.00069114571236,0.180763823192534,6.35343155264861e-10,2.115866433676e-08,"Zfp536"
"ENSMUSG00000092329",1358.17451596199,1.55403547373619,0.296882823361307,8.42549776457942e-10,2.71574976150933e-08,"Gm20388"
"ENSMUSG00000024066",670.908756132485,2.14025042283744,0.432605020455053,8.58235787226231e-10,2.76109026565933e-08,"Xdh"
"ENSMUSG00000056900",325.700995045051,1.68537042471045,0.327036778811254,9.32366292428464e-10,2.97711191988722e-08,"Usp13"
"ENSMUSG00000078684",509.181109345441,1.15299910109052,0.216788132966148,1.29981928852901e-09,4.08162406790205e-08,"5830417I10Rik"
"ENSMUSG00000037999",1036.45029236666,1.02008944456722,0.189162536187526,1.32228184694473e-09,4.13692252701918e-08,"Arap2"
"ENSMUSG00000004098",9374.32798697842,1.02483277992009,0.191311696831012,1.58452916515918e-09,4.87686043233378e-08,"Col5a3"
"ENSMUSG00000038718",354.877219843183,1.30209537803574,0.253348075986469,2.38129857139456e-09,7.10433840158924e-08,"Pbx3"
"ENSMUSG00000104063",366.608756199382,1.1262025147086,0.215719316011564,2.38325116750281e-09,7.10433840158924e-08,"Pcdhgb7"
"ENSMUSG00000051278",97.0715495495652,8.61751351937761,1.56900279002583,2.67137958811209e-09,7.88056978493068e-08,"Zgrf1"
"ENSMUSG00000006576",3831.76853600437,1.20954797482545,0.234965664743299,2.81839608497807e-09,8.24296254630551e-08,"Slc4a3"
"ENSMUSG00000098428",143.80831117891,4.08209579165568,0.760702105696875,2.84626975669593e-09,8.28186785348503e-08,"Gm2260"
"ENSMUSG00000027878",1430.18054990604,1.05947358829321,0.203007941205662,2.9745402161006e-09,8.61101616718699e-08,"Notch2"
"ENSMUSG00000035969",2300.14946079664,1.19622261793504,0.233614838344642,3.36373597176895e-09,9.60721307447778e-08,"Rusc2"
"ENSMUSG00000039414",581.935169910126,1.69131696752304,0.345860314600448,3.43444662826245e-09,9.77641894131938e-08,"Heatr5b"
"ENSMUSG00000002831",626.781331902062,1.27130044099012,0.250266612691521,3.48097882961242e-09,9.89236167062024e-08,"Plin4"
"ENSMUSG00000042029",379.451682509446,1.56515722322073,0.31753241619441,3.87810374457617e-09,1.09118064271895e-07,"Ncapg2"
"ENSMUSG00000038319",1188.11508654999,1.03067458542829,0.199595093972989,4.43798197707872e-09,1.23849477399622e-07,"Kcnh2"
"ENSMUSG00000053965",465.424222551589,1.24177109536938,0.24694596322458,4.85893181998902e-09,1.34496179322456e-07,"Pde5a"
"ENSMUSG00000005871",1324.13715374872,1.06312563266142,0.207653547285541,4.99516071513105e-09,1.37817763403414e-07,"Apc"
"ENSMUSG00000036568",672.941335476945,1.17989750011729,0.236776648055144,7.16500278711606e-09,1.90891347692369e-07,"Gltscr1l"
"ENSMUSG00000102697",134.587968620187,2.21058210078227,0.49710827461816,8.67568631887865e-09,2.26191326335168e-07,"PCDHA9"
"ENSMUSG00000015944",1017.98283661413,1.13017027096736,0.227528454059432,8.94405523793941e-09,2.32123418359368e-07,"Gatsl2"
"ENSMUSG00000033039",618.970657116646,1.35979473515782,0.281022655840852,9.64466693350491e-09,2.49546609837925e-07,"Micall1"
"ENSMUSG00000027668",2209.32058453034,1.13345993750958,0.229568668467534,1.0319277205907e-08,2.64990957286024e-07,"Mfn1"
"ENSMUSG00000024451",137.817690365443,1.75499720109585,0.37965263107947,1.03647058358449e-08,2.65757292040589e-07,"Arap3"
"ENSMUSG00000029577",2534.42194208883,1.0269435271841,0.206248580929048,1.1904077078238e-08,2.9949910822378e-07,"Ube3b"
"ENSMUSG00000040537",819.51656330067,1.02779157497209,0.206520739807881,1.20173557595049e-08,3.01778988299437e-07,"Adam22"
"ENSMUSG00000036529",1948.84252051297,1.17725373179142,0.241262566652967,1.22217781625514e-08,3.06461087425977e-07,"Sbf1"
"ENSMUSG00000034684",1083.24921025225,1.0247648184759,0.207025233646239,1.39576011124164e-08,3.43939783239676e-07,"Sema3f"
"ENSMUSG00000002020",1040.68708734185,1.49614746869842,0.323032493220574,1.89846589278035e-08,4.55925942785883e-07,"Ltbp2"
"ENSMUSG00000002032",110.877855559611,1.9225529264522,0.439263206603659,2.06468881237072e-08,4.89638510983772e-07,"Tmem25"
"ENSMUSG00000024542",317.828210899189,1.97498735194682,0.456663138157587,2.30342308607073e-08,5.40243012937993e-07,"Cep192"
"ENSMUSG00000044447",376.525598402776,1.21374014322837,0.259504843275038,3.00670553947843e-08,6.78842161809523e-07,"Dock5"
"ENSMUSG00000040697",196.036236787018,1.41389840424511,0.309940963021892,3.18379572152529e-08,7.15242435411431e-07,"Dnajc16"
"ENSMUSG00000012519",311.522661999693,1.31095819123497,0.285076375254064,3.42450463269301e-08,7.55384585925596e-07,"Mlkl"
"ENSMUSG00000028150",90.2827827256128,1.96288201982681,0.466744338905543,3.9648986441104e-08,8.62314882407225e-07,"Rorc"
"ENSMUSG00000027650",574.821909214643,1.09887245401569,0.234443531711181,4.00923150021112e-08,8.69737993767173e-07,"Tti1"
"ENSMUSG00000037110",613.603691021523,1.32257342157448,0.290321319344562,4.07246762161929e-08,8.81213774317646e-07,"Ralgapa2"
"ENSMUSG00000032777",1442.89562248841,1.27208456527759,0.27770851216028,4.0993440767198e-08,8.84783744963915e-07,"Gtf3c1"
"ENSMUSG00000032480",1637.73516539822,1.19341272120901,0.2590849207801,4.46113896056232e-08,9.55614075584776e-07,"Dhx30"
"ENSMUSG00000033083",345.192363819718,1.25670054745096,0.275865130510476,4.79578574817399e-08,1.01800447869737e-06,"Tbc1d4"
"ENSMUSG00000022376",27.2058490436853,7.79245754728417,1.56867051910251,5.61298109131854e-08,1.17144358124936e-06,"Adcy8"
"ENSMUSG00000030816",1475.4117092051,1.08303071943608,0.234396583167967,5.84035401735626e-08,1.21592034615313e-06,"Rnf40"
"ENSMUSG00000050505",491.693842818546,1.06156478620917,0.229265858020179,6.00589857729685e-08,1.24733954496332e-06,"Pcdh20"
"ENSMUSG00000049739",351.69285625994,1.42965627609967,0.325635342132377,6.66168562685863e-08,1.37433892877016e-06,"Zfp646"
"ENSMUSG00000045980",608.69475438552,1.00882353448914,0.217389331281817,6.98218128792366e-08,1.43092756178349e-06,"Tmem104"
"ENSMUSG00000041975",274.618903492022,1.19744397780863,0.266213143075408,7.34349575949134e-08,1.49777447601779e-06,"Mettl8"
"ENSMUSG00000053646",1290.38247333561,1.32428060618951,0.300175425029355,7.83784544018146e-08,1.5853274329838e-06,"Plxnb1"
"ENSMUSG00000050271",841.580568244455,1.13766913547421,0.251903637769852,8.03375670753115e-08,1.61727964132366e-06,"D8Ertd82e"
"ENSMUSG00000022263",432.792591857605,1.01515031355187,0.221200149042587,8.72222447681923e-08,1.7455710041578e-06,"Trio"
"ENSMUSG00000028532",1528.23837774757,1.26840077543399,0.289347475865988,1.02521047873474e-07,2.00929469803517e-06,"Cachd1"
"ENSMUSG00000038766",417.154559320898,1.19583922551453,0.270977886630204,1.09214760203277e-07,2.13068750140283e-06,"Gabpb2"
"ENSMUSG00000057722",1986.4885293116,1.03786057240179,0.229731584316528,1.12302586765566e-07,2.18842446507391e-06,"Lepr"
"ENSMUSG00000009394",135.288752459994,1.53179932462625,0.364010406492213,1.13798089291202e-07,2.21250994356247e-06,"Syn2"
"ENSMUSG00000039662",1735.15855400305,1.16658464683422,0.264382397449947,1.1919574549007e-07,2.3095530185809e-06,"Icmt"
"ENSMUSG00000038024",1047.76850851672,1.55698619692733,0.375681181683262,1.39369204405717e-07,2.65221462535925e-06,"Dennd4c"
"ENSMUSG00000046380",115.269926538642,1.80667536108732,0.453658123056847,1.43006699323913e-07,2.71235509474088e-06,"Jrk"
"ENSMUSG00000032115",756.445680637379,1.01017334153136,0.225518401739698,1.50015657132904e-07,2.82642759090956e-06,"Hyou1"
"ENSMUSG00000032172",44.530378408411,7.86418003774515,1.67298910272811,1.5985214833157e-07,2.98209954179607e-06,"Olfm2"
"ENSMUSG00000030739",873.067972593443,1.02448120991251,0.23197209787776,1.90065742996731e-07,3.47728353297245e-06,"Myh14"
"ENSMUSG00000001150",1112.58998543634,1.05027554975945,0.239280253514971,1.9514198989745e-07,3.56630875642168e-06,"Mcm3ap"
"ENSMUSG00000027580",688.188587861826,1.09326256782647,0.251073682441638,1.96441375946288e-07,3.58621188571751e-06,"Helz2"
"ENSMUSG00000036208",316.848310817254,1.09132507502569,0.251100929284513,2.05267537978125e-07,3.73136118343817e-06,"BC027231"
"ENSMUSG00000028246",95.0022213582359,1.85276779773803,0.482302107265214,2.23557936390027e-07,4.02947819596867e-06,"Faxc"
"ENSMUSG00000041037",1186.46144895872,1.25373297135843,0.298241119028192,2.36455712006701e-07,4.22621210212396e-06,"Irgq"
"ENSMUSG00000034906",599.585675177746,1.07001848048423,0.247453377915055,2.44544389272333e-07,4.34346498071098e-06,"Ncaph"
"ENSMUSG00000069227",39.3830099731954,3.29184025790538,0.859097727787574,2.7142598015686e-07,4.7225350894435e-06,"Gprin1"
"ENSMUSG00000021071",30.8781895917809,7.38153226302398,1.61613877817526,3.05649417075356e-07,5.23781729703708e-06,"Trim9"
"ENSMUSG00000040612",245.871620899031,1.37910427799167,0.339676844605214,3.11902775908272e-07,5.33961268274291e-06,"Ildr2"
"ENSMUSG00000040102",585.064871980298,1.1273252015422,0.267772848274274,3.34894295614578e-07,5.64257177324522e-06,"Klhl42"
"ENSMUSG00000054293",45.4521403445202,3.97760934727552,0.974627757449532,3.59381482188243e-07,6.01946331315495e-06,"A630033H20Rik"
"ENSMUSG00000034832",793.406025688165,1.0239082869198,0.241956108216405,4.40935263616685e-07,7.19678124395308e-06,"Tet3"
"ENSMUSG00000034310",234.694113768346,1.30019485313719,0.323351699124943,4.52320063333709e-07,7.35926469456401e-06,"Tmem132d"
"ENSMUSG00000069515",634.767429304186,1.00154404005571,0.236862486971398,4.90228139486189e-07,7.87088512841715e-06,"Lyz1"
"ENSMUSG00000004698",201.839787731318,1.65038683867114,0.438518171163111,4.95460796656611e-07,7.9324901819642e-06,"Hdac9"
"ENSMUSG00000034573",1198.25292087004,1.13977488465838,0.279480473723374,5.70001360628673e-07,8.98252606292006e-06,"Ptpn13"
"ENSMUSG00000022421",782.227499380055,1.00870144824767,0.240980877578308,5.74890632378815e-07,9.05120976241106e-06,"Nptxr"
