V1,V1,V10,V10,V11,V11,V2,V2,V3,V3,V4,V4,V5,V5,V6,V6,V7,V7,V8,V8,V9,V9
GO:0045661,0.00242039838739614,GO:0006312,0.0240330867565966,GO:0005978,0.0432112724444189,GO:0018195,0.00226539289364614,GO:0000281,0.00272277106137709,GO:0010470,0.00510844735642599,GO:0010763,0.0178676130920248,GO:0021515,0.0215022676893736,GO:0048667,0.012399234562407,GO:0006364,0.00161859331084166,GO:0006613,0.0252795878205353
GO:0001501,0.00247030226449257,GO:0002227,0.0253518240632961,GO:0009250,0.0432112724444189,GO:0006171,0.00309909374220353,GO:0042127,0.00276847881314578,GO:1901381,0.00586452110697895,GO:0032372,0.0178676130920248,GO:0034625,0.0215022676893736,GO:0034508,0.013697059712945,GO:0033688,0.00201317625548886,GO:0018065,0.0261918594705428
GO:0000122,0.00248757542649514,GO:0055002,0.0266688455361458,GO:1904380,0.0455575103218218,GO:0043517,0.00309909374220353,GO:0051983,0.00284776957630803,GO:0043268,0.00586452110697895,GO:0050829,0.0192619716562532,GO:0086042,0.0215022676893736,GO:0043486,0.013697059712945,GO:0046887,0.00227539112013874,GO:0030878,0.0261918594705428
GO:0006357,0.00264870343481564,GO:2000209,0.0266688455361458,GO:0070987,0.0455575103218218,GO:0048538,0.00309909374220353,GO:0071526,0.00284776957630803,GO:1904064,0.00751930374551792,GO:0050729,0.0202928568764025,GO:0061003,0.0215022676893736,GO:0043434,0.0167428723048413,GO:0042273,0.00236677279144896,GO:0030309,0.0261918594705428
GO:0007507,0.00273386518666107,GO:0030837,0.0292977495261991,GO:0000028,0.0455575103218218,GO:0045956,0.00309909374220353,GO:0002688,0.00314144239319211,GO:0034645,0.00795629337909146,GO:0030799,0.0208148818369865,GO:0010759,0.0215022676893736,GO:0035304,0.0167428723048413,GO:0042254,0.00263814373195209,GO:0006590,0.0261918594705428
GO:0072182,0.00296672969405549,GO:0016072,0.0296442334084982,GO:0045833,0.0455575103218218,GO:2001022,0.00317407458549495,GO:0033628,0.00314144239319211,GO:0099623,0.00841646850422531,GO:0032667,0.0208148818369865,GO:0090281,0.0215022676893736,GO:0016072,0.0174833410127952,GO:0034470,0.0026887993896819,GO:0045047,0.027329747525039
GO:0072359,0.00353134489662609,GO:0006364,0.0301919025024965,GO:0042276,0.0478981120694179,GO:0055088,0.00317407458549495,GO:0016202,0.00332046762803749,GO:2000679,0.00935913442405226,GO:0001766,0.0208148818369865,GO:0019367,0.0215022676893736,GO:0006364,0.0180642518933794,GO:0006412,0.00295272961257925,GO:0045893,0.0275608655461469
GO:0015669,0.00368578647779644,GO:0002385,0.0319198157870249,NA,NA,GO:1903307,0.00405481754038397,GO:0002313,0.00332046762803749,GO:0001707,0.0103465517369631,GO:0032371,0.0208148818369865,GO:1900451,0.0215022676893736,GO:1902850,0.0200485784197727,GO:0050821,0.0038634847026497,GO:0001823,0.0287737329936236
GO:0051988,0.00368578647779644,GO:0015909,0.0332282900970065,NA,NA,GO:0034199,0.00405481754038397,GO:1902287,0.00332046762803749,GO:0000281,0.0108099712782409,GO:0032060,0.0208148818369865,GO:0050873,0.0215022676893736,GO:0006479,0.0217953851332819,GO:1904667,0.00417994237313349,GO:0032332,0.0287737329936236
GO:2000727,0.00368578647779644,GO:0016032,0.0353010597191112,NA,NA,GO:1901798,0.0045775015847457,GO:1901605,0.0034530352848109,GO:0051272,0.0113779794334333,GO:0010759,0.0208148818369865,GO:0019368,0.0215022676893736,GO:0016032,0.023836016311366,GO:0008544,0.00481714203157336,GO:0015693,0.0287737329936236
GO:0071345,0.00370624329023427,GO:0048747,0.0358401317118484,NA,NA,GO:0050731,0.00526615278813168,GO:0045785,0.00365904444740021,GO:0035249,0.0113779794334333,GO:0034128,0.0208148818369865,GO:0034626,0.0215022676893736,GO:0042254,0.02598163757348,GO:0000027,0.00702512845129231,GO:2000059,0.0287737329936236
GO:0060562,0.00383121879122718,GO:0042254,0.0370743138922106,NA,NA,GO:0000281,0.00536280705699523,GO:0000819,0.00378288156074707,GO:0033043,0.0116372604752542,GO:0034382,0.0208148818369865,GO:0048251,0.0215022676893736,GO:0034470,0.0263501900455767,GO:0010467,0.00767833769894883,GO:0032509,0.0313488904458293
GO:0031324,0.00383121879122718,GO:0034470,0.0373731833766186,NA,NA,GO:1903077,0.00571067013521271,GO:0045992,0.00412375568032067,GO:2000147,0.0129249477057263,GO:0002115,0.0208148818369865,GO:1901077,0.0215022676893736,GO:0006412,0.0282401669239288,GO:0048813,0.0079669159522735,GO:0007205,0.0313488904458293
GO:0045921,0.00383121879122718,GO:0045661,0.0384451781473962,NA,NA,GO:0047496,0.00571067013521271,GO:1903508,0.00423368993639972,GO:0072677,0.0147290441792646,GO:0042088,0.0208148818369865,GO:0006198,0.0215022676893736,GO:0072311,0.0293383172477935,GO:0048562,0.00845794397326213,GO:0046339,0.0339173488988435
GO:0045892,0.00391490804502132,GO:0006412,0.0388816165668189,NA,NA,GO:0060415,0.00571067013521271,GO:0001932,0.00444474310339787,GO:0048245,0.0147290441792646,GO:0032490,0.0208148818369865,GO:1905523,0.0215022676893736,GO:2000739,0.0293383172477935,GO:0045669,0.00947967817108008,GO:0071985,0.0339173488988435
GO:0042127,0.00395027825097107,GO:0045214,0.0410434463585474,NA,NA,GO:0009190,0.00571067013521271,GO:0002687,0.0044985923792575,GO:0098901,0.0147290441792646,GO:0051172,0.0208148818369865,GO:1904752,0.0245366609727815,GO:0061318,0.0293383172477935,GO:0010769,0.0100101503968335,GO:0051444,0.0339173488988435
GO:0060429,0.00443725080970688,GO:0006476,0.0423400439315086,NA,NA,GO:0010884,0.00571067013521271,GO:0042093,0.00500759204672815,GO:0010467,0.0149727188636036,GO:0031580,0.0208148818369865,GO:2001214,0.0245366609727815,GO:0016264,0.0293383172477935,GO:0032102,0.0103668044134046,GO:0019080,0.0344334586652827
GO:2000050,0.00447738509450658,GO:1990542,0.0423400439315086,NA,NA,GO:1902745,0.00695848577197907,GO:0051315,0.00500759204672815,GO:0010717,0.0158465297474572,GO:1905523,0.0208148818369865,GO:0071732,0.0245366609727815,GO:0045110,0.0293383172477935,GO:0051240,0.0103976589793601,GO:0000184,0.0355839025721017
GO:0010869,0.00447738509450658,GO:0019731,0.046219715818065,NA,NA,GO:2000181,0.00702084352637914,GO:0036314,0.00500759204672815,GO:0043516,0.015929275316928,GO:0045686,0.0237534541210961,GO:0086069,0.0245366609727815,GO:0060371,0.0293383172477935,GO:2000145,0.0108994602786621,GO:0019083,0.0361646947153863
GO:0051782,0.00447738509450658,GO:0016575,0.0475095732087328,NA,NA,GO:0050680,0.00732342425410822,GO:0061640,0.00504476458985715,GO:0045429,0.015929275316928,GO:0032026,0.0237534541210961,GO:0019934,0.0245366609727815,GO:0007600,0.0293773303274714,GO:0010975,0.0137982884880271,GO:1903707,0.0364791253950767
GO:0044772,0.00471415391973033,GO:0051147,0.0475095732087328,NA,NA,GO:0051240,0.00747225940411414,GO:0090174,0.00530549191221685,GO:1904407,0.015929275316928,GO:1903960,0.0237534541210961,GO:1903170,0.0245366609727815,GO:0002181,0.0293773303274714,GO:0010628,0.015611188771117,GO:0048538,0.0364791253950767
GO:0007052,0.00502166543096615,NA,NA,NA,NA,GO:0034394,0.00762449081730964,GO:1903305,0.00571654144170386,GO:0006897,0.0168149111590885,GO:0060192,0.0237534541210961,GO:0070544,0.0245366609727815,GO:0032526,0.0324541447903872,GO:1903321,0.0160064500253645,GO:0045471,0.0364791253950767
GO:0048641,0.00534012881388853,NA,NA,NA,NA,GO:0032438,0.00831808952388487,GO:0042572,0.00597032836930331,GO:0061640,0.0171164773258872,GO:0045416,0.0237534541210961,GO:1902170,0.0245366609727815,GO:0044267,0.033143744255789,GO:0044267,0.0161953983541112,GO:0014902,0.0390342369458394
GO:0034501,0.00534012881388853,NA,NA,NA,NA,GO:0030032,0.00831808952388487,GO:1902285,0.00701034065331984,GO:2000677,0.0171699400330277,GO:0050702,0.0237534541210961,GO:0002934,0.0245366609727815,GO:0086015,0.0341445191334869,GO:0034645,0.0192038455525385,GO:0061035,0.0390342369458394
GO:0046883,0.00534012881388853,NA,NA,NA,NA,GO:0032330,0.00831808952388487,GO:0046653,0.00701034065331984,GO:0055067,0.0171699400330277,GO:0071636,0.0237534541210961,GO:0043116,0.0245366609727815,GO:1905208,0.0341445191334869,GO:0045778,0.0201775701907262,GO:1904591,0.0390342369458394
GO:2000738,0.00534012881388853,NA,NA,NA,NA,GO:0061640,0.00861041895768488,GO:1900024,0.00762068135810133,GO:0046605,0.0171699400330277,GO:0060267,0.0237534541210961,GO:0043242,0.0245366609727815,GO:0001672,0.0341445191334869,GO:1903532,0.0201775701907262,GO:0120036,0.0391234450337089
GO:0090190,0.00534012881388853,NA,NA,NA,NA,GO:0006182,0.0090389324812865,GO:0001569,0.00812602895591679,GO:0010647,0.0197698170931866,GO:0046600,0.0237534541210961,GO:0071493,0.0245366609727815,GO:0055026,0.0341445191334869,GO:0030182,0.020795849669917,GO:0007420,0.0397259947894576
GO:0045662,0.00534012881388853,NA,NA,NA,NA,GO:0046058,0.0090389324812865,GO:0090505,0.00812602895591679,GO:0048522,0.0200181000758781,GO:0046173,0.0237534541210961,GO:0030330,0.0267905294604894,GO:0060019,0.0341445191334869,GO:0042255,0.0231828781758082,GO:1903426,0.0415827005217074
GO:0030198,0.00570527359611207,NA,NA,NA,NA,GO:0045598,0.00930049247006865,GO:0000132,0.00812602895591679,GO:0070374,0.0203110165988582,GO:0034127,0.0237534541210961,GO:0071158,0.0267905294604894,GO:0030318,0.0341445191334869,GO:0001501,0.0236277288499063,GO:0000086,0.0440419356381613
GO:0022617,0.0060495883393369,NA,NA,NA,NA,GO:0097581,0.00978667341770484,GO:1900182,0.00814823156932515,GO:0030199,0.0211276731700819,GO:0002604,0.0237534541210961,GO:0031936,0.0275617965208285,GO:0060972,0.0341445191334869,GO:0010770,0.0247504096813735,GO:0038179,0.0441245330608976
GO:0060341,0.00607321369175058,NA,NA,NA,NA,GO:0009187,0.00978667341770484,GO:2000147,0.00872279586124933,GO:0086001,0.0211276731700819,GO:0090150,0.0257814879353943,GO:0042759,0.0275617965208285,GO:2000726,0.0341445191334869,GO:1902373,0.0249397922961005,GO:1901798,0.0441245330608976
GO:0045840,0.00607321369175058,NA,NA,NA,NA,GO:0042770,0.00978667341770484,GO:0007076,0.00931581707116057,GO:0030865,0.0211276731700819,GO:0032700,0.0266833549945496,GO:0070296,0.0275617965208285,GO:0045859,0.0365884667130015,GO:0033690,0.0249397922961005,GO:0061036,0.0441245330608976
GO:0034724,0.00627264036418269,NA,NA,NA,NA,GO:0010634,0.0100220155943535,GO:0071822,0.00985752072228636,GO:0097659,0.0212590124795052,GO:1900017,0.0266833549945496,GO:0090257,0.0275617965208285,GO:0086026,0.0389271636980286,GO:0071635,0.0249397922961005,GO:0044839,0.0446722480904561
GO:0042423,0.00627264036418269,NA,NA,NA,NA,GO:0009165,0.0105609691774649,GO:0008645,0.0105781522265656,GO:0061448,0.0225232501267854,GO:0006020,0.0266833549945496,GO:1903201,0.0275617965208285,GO:0046189,0.0389271636980286,GO:0032909,0.0249397922961005,GO:0051146,0.049188372572355
GO:0048762,0.00650842965747987,NA,NA,NA,NA,GO:0001936,0.0119651200926466,GO:0050921,0.0117600365371243,GO:1903428,0.0225232501267854,GO:0050867,0.0266833549945496,GO:0050974,0.0275617965208285,GO:0072216,0.0389271636980286,GO:1902253,0.0249397922961005,GO:0060402,0.049188372572355
GO:0033198,0.00727356169106818,NA,NA,NA,NA,GO:0046068,0.0121878679593037,GO:0071173,0.0119115047725368,GO:0051056,0.0236361660971632,GO:1900048,0.0266833549945496,GO:0090129,0.0275617965208285,GO:1902099,0.0389271636980286,GO:0060253,0.0249397922961005,GO:0060079,0.049188372572355
GO:0048565,0.00743341174066821,NA,NA,NA,NA,GO:0048146,0.0121878679593037,GO:0007094,0.0119115047725368,GO:0032874,0.0242988652116395,GO:0043652,0.0266833549945496,GO:1900273,0.0275617965208285,GO:0045911,0.0389271636980286,GO:0060134,0.0249397922961005,GO:2000463,0.049188372572355
GO:1902850,0.00792352528114899,NA,NA,NA,NA,GO:0001934,0.0121885043956966,GO:0071174,0.0119115047725368,GO:0045428,0.0254249416366315,GO:0050820,0.0266833549945496,GO:0009214,0.0275617965208285,GO:0051382,0.0389271636980286,GO:0003223,0.0249397922961005,GO:1903051,0.049188372572355
GO:0032388,0.00792352528114899,NA,NA,NA,NA,GO:0030198,0.0124006547946207,GO:0033993,0.0126124996819748,GO:1901379,0.0254249416366315,GO:0051918,0.0266833549945496,GO:0007417,0.0298320265447351,GO:1900120,0.0389271636980286,GO:1900165,0.0249397922961005,GO:0000028,0.049188372572355
GO:0090189,0.00834155372836733,NA,NA,NA,NA,GO:0045616,0.0130398000134283,GO:0010837,0.0133143678902952,GO:0071345,0.0259759665287303,GO:0050701,0.0266833549945496,GO:0060193,0.0305777019615052,GO:0072074,0.0389271636980286,GO:0035356,0.0249397922961005,GO:0033692,0.049188372572355
GO:0051148,0.00834155372836733,NA,NA,NA,NA,GO:0003333,0.0130398000134283,GO:0046683,0.0133143678902952,GO:0040017,0.0269297631411036,GO:0051770,0.0266833549945496,GO:0090128,0.0305777019615052,GO:0051302,0.0412379189233274,GO:0015014,0.0249397922961005,GO:0051290,0.049188372572355
GO:0071459,0.00834155372836733,NA,NA,NA,NA,GO:0032147,0.0132814634582747,GO:0010811,0.0146031730049589,GO:0042149,0.0269297631411036,GO:0010873,0.0266833549945496,GO:0014911,0.0305777019615052,GO:1903076,0.0435588723480064,GO:0070163,0.0249397922961005,NA,NA
GO:1903543,0.00834155372836733,NA,NA,NA,NA,GO:0052652,0.0139169449099994,GO:0034308,0.0147852572854604,GO:2000779,0.0284697192678913,GO:0001881,0.0266833549945496,GO:0051988,0.0305777019615052,GO:0019062,0.0436863649787728,GO:0086073,0.0249397922961005,NA,NA
GO:0051271,0.00834155372836733,NA,NA,NA,NA,GO:2000279,0.0139169449099994,GO:0051250,0.0147852572854604,GO:0030326,0.0284697192678913,GO:0032611,0.0266833549945496,GO:0010517,0.0305777019615052,GO:0070670,0.0436863649787728,GO:0003211,0.0249397922961005,NA,NA
GO:0051260,0.0088125207588181,NA,NA,NA,NA,GO:0007257,0.0139169449099994,GO:0045892,0.0148837021703193,GO:0086091,0.0300441825997201,GO:2000586,0.0266833549945496,GO:0009650,0.0305777019615052,GO:0045684,0.0436863649787728,GO:0022618,0.0280185720484748,NA,NA
GO:0006936,0.00917970883477681,NA,NA,NA,NA,GO:0071219,0.0141099630651771,GO:0017158,0.0153693316672601,GO:0051881,0.0300441825997201,GO:0099637,0.0296046094730556,GO:0044772,0.0312492903962349,GO:0007218,0.0471292841769272,GO:0043568,0.0290362597234849,NA,NA
GO:0060349,0.00947529616050879,NA,NA,NA,NA,GO:0022408,0.0148189746972591,GO:0001508,0.0161577921815573,GO:0010631,0.0316525332277574,GO:0032375,0.0296046094730556,GO:0007409,0.0319710640861161,GO:0048812,0.0472720110666465,GO:0010838,0.0290362597234849,NA,NA
GO:0055023,0.00947529616050879,NA,NA,NA,NA,GO:0045214,0.0148189746972591,GO:0044319,0.0163227109005167,GO:0023056,0.0316525332277574,GO:0034379,0.0296046094730556,GO:0051984,0.0335844049059832,GO:0050930,0.0484222365492711,GO:0086042,0.0290362597234849,NA,NA
GO:1903541,0.00947529616050879,NA,NA,NA,NA,GO:0007190,0.0157455643937267,GO:0008209,0.0163227109005167,GO:0007215,0.0316525332277574,GO:0045940,0.0296046094730556,GO:0071731,0.0335844049059832,GO:0010921,0.0495672144736363,GO:0003357,0.0290362597234849,NA,NA
GO:0045621,0.00947529616050879,NA,NA,NA,NA,GO:0071377,0.0157455643937267,GO:0055002,0.0163227109005167,GO:0099003,0.0316525332277574,GO:0010826,0.0296046094730556,GO:0098911,0.0335844049059832,NA,NA,GO:0034033,0.0290362597234849,NA,NA
GO:1902117,0.00950623794740197,NA,NA,NA,NA,GO:0019935,0.0157455643937267,GO:0048523,0.0170776588469919,GO:0006614,0.0319508537818508,GO:0010755,0.0296046094730556,GO:0021510,0.0335844049059832,NA,NA,GO:0015937,0.0290362597234849,NA,NA
GO:0051155,0.0106734871971471,NA,NA,NA,NA,GO:0045762,0.0166963919650781,GO:0019216,0.0171974365409671,GO:0048545,0.0332941586660862,GO:0007252,0.0296046094730556,GO:0061564,0.0344393233214696,NA,NA,GO:0021955,0.0290362597234849,NA,NA
GO:0071173,0.0106734871971471,NA,NA,NA,NA,GO:0070527,0.0166963919650781,GO:0035108,0.017925288626471,GO:0086010,0.0349684537869782,GO:1900225,0.0296046094730556,GO:0048667,0.0364696439287218,NA,NA,GO:0042148,0.0290362597234849,NA,NA
GO:0007094,0.0106734871971471,NA,NA,NA,NA,GO:0071222,0.01745666064087,GO:0051294,0.017925288626471,GO:0000077,0.0349684537869782,GO:0060294,0.0296046094730556,GO:1901881,0.0365819328842958,NA,NA,GO:0071637,0.0290362597234849,NA,NA
GO:0071174,0.0106734871971471,NA,NA,NA,NA,GO:1902930,0.0176711382957694,GO:0045124,0.0195915720026955,GO:0006613,0.0357100658075633,GO:0032103,0.0299411874561115,GO:2001212,0.0365819328842958,NA,NA,GO:0034030,0.0290362597234849,NA,NA
GO:0031325,0.0107231373629929,NA,NA,NA,NA,GO:0033762,0.0176711382957694,GO:0019433,0.0195915720026955,GO:0045600,0.0366748207263119,GO:0031325,0.0311756889962476,GO:0033169,0.0365819328842958,NA,NA,GO:0030318,0.0290362597234849,NA,NA
GO:0010243,0.0118837202803536,NA,NA,NA,NA,GO:0002793,0.0186694871812332,GO:0010629,0.0197480668099412,GO:0043588,0.036683987440569,GO:0001325,0.03251724254582,GO:0071675,0.0365819328842958,NA,NA,GO:0033689,0.0290362597234849,NA,NA
GO:0007026,0.0119348433476956,NA,NA,NA,NA,GO:0051881,0.0186694871812332,GO:0043069,0.0201255895271778,GO:0010718,0.0384126688211,GO:2000353,0.03251724254582,GO:0030497,0.0365819328842958,NA,NA,GO:0044320,0.0290362597234849,NA,NA
GO:0009948,0.0119348433476956,NA,NA,NA,NA,GO:0043297,0.0186694871812332,GO:0007411,0.0202412455310013,GO:0098916,0.039263623593823,GO:0010872,0.03251724254582,GO:0032695,0.0365819328842958,NA,NA,GO:0007162,0.0305636321737134,NA,NA
GO:1905332,0.0119348433476956,NA,NA,NA,NA,GO:1905039,0.0186694871812332,GO:0000902,0.0204364161049687,GO:0045047,0.0396870323740168,GO:0090737,0.03251724254582,GO:0045666,0.0371565179325197,NA,NA,GO:0048812,0.0313331221980549,NA,NA
GO:0048667,0.0128321566999879,NA,NA,NA,NA,GO:0048259,0.0196911252773688,GO:0048841,0.0213201639541934,GO:0034612,0.0396870323740168,GO:0090656,0.03251724254582,GO:0006024,0.0378483810189992,NA,NA,GO:0086069,0.0331157220760183,NA,NA
GO:0071417,0.0128321566999879,NA,NA,NA,NA,GO:0055008,0.0196911252773688,GO:0030261,0.0213201639541934,GO:0002548,0.0401814145340901,GO:0045717,0.03251724254582,GO:0071560,0.0385451967593686,NA,NA,GO:0000730,0.0331157220760183,NA,NA
GO:0045944,0.0130333700216888,NA,NA,NA,NA,GO:0048738,0.0196911252773688,GO:0019228,0.0213201639541934,GO:0006661,0.0407150001332692,GO:0050922,0.03251724254582,GO:0043243,0.0395703133756882,NA,NA,GO:0033210,0.0331157220760183,NA,NA
