cluster	gene
9	ENSMUSG00000041482
9	ENSMUSG00000041559
9	ENSMUSG00000041577
9	ENSMUSG00000043795
9	ENSMUSG00000044405
9	ENSMUSG00000047420
9	ENSMUSG00000051351
9	ENSMUSG00000051537
9	ENSMUSG00000052305
9	ENSMUSG00000054162
9	ENSMUSG00000055407
9	ENSMUSG00000058297
9	ENSMUSG00000061013
9	ENSMUSG00000061397
9	ENSMUSG00000063954
9	ENSMUSG00000069917
9	ENSMUSG00000079022
9	ENSMUSG00000079884
9	ENSMUSG00000101939
10	ENSMUSG00000005237
10	ENSMUSG00000020402
10	ENSMUSG00000021750
10	ENSMUSG00000023008
10	ENSMUSG00000024924
10	ENSMUSG00000026435
10	ENSMUSG00000028364
10	ENSMUSG00000029298
10	ENSMUSG00000030562
10	ENSMUSG00000030579
10	ENSMUSG00000030732
10	ENSMUSG00000032172
10	ENSMUSG00000032500
10	ENSMUSG00000033715
10	ENSMUSG00000034303
10	ENSMUSG00000034825
10	ENSMUSG00000037138
10	ENSMUSG00000038332
10	ENSMUSG00000042595
10	ENSMUSG00000042873
10	ENSMUSG00000047502
10	ENSMUSG00000057722
10	ENSMUSG00000059436
10	ENSMUSG00000073791
10	ENSMUSG00000079362
10	ENSMUSG00000090559
10	ENSMUSG00000094065
11	ENSMUSG00000005233
11	ENSMUSG00000005470
11	ENSMUSG00000007415
11	ENSMUSG00000009630
11	ENSMUSG00000011008
11	ENSMUSG00000017737
11	ENSMUSG00000019933
11	ENSMUSG00000020808
11	ENSMUSG00000021051
11	ENSMUSG00000021144
11	ENSMUSG00000021214
11	ENSMUSG00000021485
11	ENSMUSG00000022332
11	ENSMUSG00000022546
11	ENSMUSG00000024735
11	ENSMUSG00000024803
11	ENSMUSG00000025229
11	ENSMUSG00000026390
11	ENSMUSG00000026605
11	ENSMUSG00000026683
11	ENSMUSG00000028068
11	ENSMUSG00000028175
11	ENSMUSG00000028312
11	ENSMUSG00000030019
11	ENSMUSG00000031004
11	ENSMUSG00000032113
11	ENSMUSG00000033031
11	ENSMUSG00000033182
11	ENSMUSG00000034413
11	ENSMUSG00000036067
11	ENSMUSG00000036565
11	ENSMUSG00000037944
11	ENSMUSG00000038943
11	ENSMUSG00000039179
11	ENSMUSG00000039396
11	ENSMUSG00000039982
11	ENSMUSG00000040084
11	ENSMUSG00000042918
11	ENSMUSG00000043719
11	ENSMUSG00000045573
11	ENSMUSG00000049134
11	ENSMUSG00000050243
11	ENSMUSG00000052139
11	ENSMUSG00000058064
11	ENSMUSG00000064360
11	ENSMUSG00000070802
11	ENSMUSG00000078773
11	ENSMUSG00000087679
11	ENSMUSG00000094483
11	ENSMUSG00000100622
