logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000020592	-1.43100993994688	6.84906057138645	-13.1762069422829	1.89554793947719e-07	0.000135194691372268	7.89710017850569
ENSMUSG00000020218	-1.76184850342786	6.73946929522364	-13.196817581964	1.86875070607755e-07	0.000135194691372268	7.8817563347255
ENSMUSG00000066113	1.15620081734829	6.73320412822136	12.7359773146436	2.58189344881688e-07	0.000165731740479555	7.57603980250893
ENSMUSG00000018819	-1.28514809577894	6.46944454750052	-12.5667810248943	2.91494648809098e-07	0.000170100377336873	7.47143157413703
ENSMUSG00000035385	-1.79626033985725	5.48086656940379	-12.6232734333355	2.79876816575648e-07	0.000170100377336873	7.42973784968276
ENSMUSG00000039883	-2.11151096288018	6.20095952242563	-12.2410303489589	3.69736055243177e-07	0.000189866859088476	7.17846523801316
ENSMUSG00000020357	1.63829806533934	4.63528810472011	11.7673726161867	5.27823685109311e-07	0.000214536903577613	6.87637546841804
ENSMUSG00000030659	-1.34433834962215	5.52120287471759	-11.7555958699505	5.32601512355682e-07	0.000214536903577613	6.86877958445656
ENSMUSG00000030732	-1.12232771533847	5.83432461105413	-11.7684642610994	5.27383193742742e-07	0.000214536903577613	6.85771257524016
ENSMUSG00000017631	1.21703076555627	6.94024786734989	11.7503263808251	5.3475470591086e-07	0.000214536903577613	6.82397662322068
ENSMUSG00000032013	-3.87455603472474	1.04280577396044	-14.8900725859995	6.18580101956592e-08	0.000132355522481979	6.8234005291295
ENSMUSG00000027875	1.44217807275638	5.22197864090723	11.64199292261	5.81208857914145e-07	0.000216810987470459	6.74215562388977
ENSMUSG00000037138	1.23011047385006	5.75711326394448	11.4723074962736	6.63128604068301e-07	0.000230087703216996	6.65247766710188
ENSMUSG00000052296	1.96022554288493	6.29508429863573	11.4000406421572	7.01798340423075e-07	0.000237097028798722	6.59007156190854
ENSMUSG00000037820	1.2840503706757	8.3330696393947	11.5435675246963	6.2727629106438e-07	0.000223693695130125	6.58344499498443
ENSMUSG00000037318	-2.42359755212617	4.0661000432164	-12.0773894861952	4.17535095448908e-07	0.000206165982898965	6.5590058785447
ENSMUSG00000025324	1.27851601726931	5.8755435764746	11.334364474501	7.39095971361792e-07	0.000237212852008567	6.54540167238771
ENSMUSG00000024538	-1.39759231977134	7.48175959220914	-11.3481043101191	7.31116696173978e-07	0.000237212852008567	6.54230074439081
ENSMUSG00000035373	-2.14145065898707	4.24290117783836	-11.7087543505461	5.52080707159086e-07	0.000214776124803283	6.54214766941677
ENSMUSG00000059824	-4.26983276364147	3.69847452161215	-11.7733100170961	5.25432741840867e-07	0.000214536903577613	6.50815034632176
ENSMUSG00000024049	1.46232526134102	5.49322944481537	11.1594254187503	8.49498397797005e-07	0.000247860464339044	6.40923047937292
ENSMUSG00000005611	1.49286021848098	6.6670652900815	11.0157436592539	9.53765350585323e-07	0.000263880704749375	6.22362751966538
ENSMUSG00000016128	1.21860983643642	6.28434219863605	10.960964438281	9.97150095581814e-07	0.000266696102647486	6.21964543852399
ENSMUSG00000051339	1.70367763254213	4.72835944470018	10.8472292954944	1.09430869688869e-06	0.000274219713196766	6.16279592086026
ENSMUSG00000021823	1.08916683683763	8.2949780076187	10.9999352802146	9.66068945569454e-07	0.000263880704749375	6.14916164092914
ENSMUSG00000003660	1.30664310745406	6.48327636157181	10.828331417388	1.11143626152399e-06	0.000274219713196766	6.10242376614387
ENSMUSG00000035199	-1.34351235205115	6.98022707029819	-10.6764590613883	1.2602588161504e-06	0.000274223774266759	5.97443714199192
ENSMUSG00000038250	1.00272143783106	7.13453192840636	10.7256493655576	1.20979137772628e-06	0.000274223774266759	5.97260247953725
ENSMUSG00000027107	-1.55122786653969	6.70560737985042	-10.5927439831439	1.35153926972032e-06	0.000279078768629009	5.95648873393586
ENSMUSG00000032262	-2.28499596375614	2.61689755083759	-10.9219075679945	1.02940400124378e-06	0.000269703848325871	5.94673285822818
ENSMUSG00000037443	-1.87795561662589	5.34307577661266	-10.5275875519267	1.42760445088438e-06	0.000282548629738722	5.90429638383853
ENSMUSG00000034161	-1.94615289695799	6.00372089791951	-10.5251247098805	1.43057025494757e-06	0.000282548629738722	5.8976607432464
ENSMUSG00000049516	1.07465977675331	9.08515160992275	10.6919402872562	1.24413099434185e-06	0.000274223774266759	5.84662208982648
ENSMUSG00000029380	-1.06570221598674	7.29721392211992	-10.5769809287059	1.36952503689263e-06	0.000279078768629009	5.84389245273089
ENSMUSG00000025930	-1.692620414974	6.92634350641239	-10.4515586341553	1.52235098864848e-06	0.000291700626750286	5.82993062000978
ENSMUSG00000023169	-2.42608995401246	4.00468839783795	-11.0217827191994	9.49110644104023e-07	0.000263880704749375	5.81556880602992
ENSMUSG00000040152	1.33045302374909	10.6552524143609	10.6855614910747	1.25074862816919e-06	0.000274223774266759	5.78372935335248
ENSMUSG00000041347	-1.61827411936643	4.17631436574408	-10.3708657947501	1.63051133109437e-06	0.000307830948067494	5.74014306303001
ENSMUSG00000038170	1.13077729696108	6.07281817902165	10.287675290515	1.75090671531028e-06	0.000321116291587905	5.66721085765916
ENSMUSG00000038550	-1.77213752424946	2.36021749463824	-10.4713967548543	1.49698139054149e-06	0.00029118556199654	5.66502692993727
ENSMUSG00000027208	-2.14733171824158	2.2848853858922	-10.5773827916008	1.36906326142961e-06	0.000279078768629009	5.62197775084549
ENSMUSG00000032518	-1.6025762123247	5.88609132200936	-10.2030615592779	1.88343336126774e-06	0.000326750236377774	5.62012886617664
ENSMUSG00000042988	-3.28342498419565	0.613236545221712	-11.8396274806966	4.99520514162712e-07	0.000214536903577613	5.61858730999671
ENSMUSG00000037709	1.86276642089308	4.07805478786661	10.2060332268189	1.87859698777525e-06	0.000326750236377774	5.61667080753464
ENSMUSG00000047281	-7.45229256025759	1.75708410517152	-13.0188227442061	2.11466783086171e-07	0.000142884766382119	5.59328113771831
ENSMUSG00000054641	1.35241237526538	6.77410494249715	10.2887434308822	1.74930047091132e-06	0.000321116291587905	5.578878753024
ENSMUSG00000026278	-1.32277737017117	5.12113743512261	-10.0889943942065	2.07980055554637e-06	0.000344557072201327	5.51768263438491
ENSMUSG00000083405	1.92231794580844	4.49400095506391	10.0574311531786	2.13802371766846e-06	0.000344557072201327	5.49877267339919
ENSMUSG00000040433	1.06198776760826	6.40081713242251	10.1183511036196	2.02720421679399e-06	0.000342437470200017	5.48438243586312
ENSMUSG00000022324	1.1709424824536	7.47540412141832	10.2109788542549	1.87057815197707e-06	0.000326750236377774	5.47019249925354
ENSMUSG00000049517	-1.68476601850742	6.62190425506819	-10.0670396827587	2.12011244858051e-06	0.000344557072201327	5.44987184774863
ENSMUSG00000060572	-1.44964466006966	6.33834896796199	-9.96230978668031	2.32456512952479e-06	0.000355271037295705	5.4231063125546
ENSMUSG00000038602	1.03206151510171	5.1849260624419	9.99469379458688	2.25912789497553e-06	0.000349429926695131	5.40311844186325
ENSMUSG00000004508	1.54599258238374	4.56896482946603	9.8122230775798	2.65619755894514e-06	0.000383149036648739	5.28514848231104
ENSMUSG00000039523	1.07017208890277	5.98781501135268	9.81499181406059	2.64962991689705e-06	0.000383149036648739	5.23951201421343
ENSMUSG00000040952	-1.13961439282909	8.58027755861513	-9.92799579544557	2.39617586516184e-06	0.000361907126552326	5.20032452580397
ENSMUSG00000061397	-2.75008755265609	1.09794534485704	-10.78330662029	1.15344013963432e-06	0.000274219713196766	5.1655800866915
ENSMUSG00000021775	-1.06693503580847	6.87695588326676	-9.74672264846076	2.8168886041794e-06	0.000401813510005057	5.13453606420411
ENSMUSG00000054675	-1.57775600663957	5.72728263869599	-9.57981838111417	3.27659152567388e-06	0.000429677571607764	5.08820362652318
ENSMUSG00000029313	1.58581524174407	5.60604350350112	9.58572806692736	3.25897882570786e-06	0.000429677571607764	5.07116365162374
ENSMUSG00000034354	1.24094623930449	6.33357412311632	9.6472359290068	3.08169535523207e-06	0.000423427720361846	5.06577319589737
ENSMUSG00000045128	-2.34251090651723	5.91001882490759	-9.53766272756424	3.40529311537155e-06	0.000437065554050259	5.01909436038498
ENSMUSG00000059291	-1.10846507558287	6.11349741875954	-9.52706484035101	3.43851230402525e-06	0.000437065554050259	4.98787940213174
ENSMUSG00000020788	1.49295625664181	7.92199239880709	9.69961249617861	2.93903921567415e-06	0.000410123754900269	4.98351126041362
ENSMUSG00000019820	2.32329568122579	4.18058475202568	9.46142557711867	3.6523304279342e-06	0.000450852096479031	4.9799683875276
ENSMUSG00000031519	-1.07695820968755	7.83477396395869	-9.63854924559505	3.10607974605914e-06	0.000423427720361846	4.97171599966612
ENSMUSG00000073557	1.44850180312957	7.06175814065876	9.62893110585897	3.13332555182859e-06	0.000423427720361846	4.94783217722797
ENSMUSG00000058325	1.09637356366629	6.13610797611922	9.35705681863504	4.02289162354068e-06	0.000478202617250141	4.78784939627085
ENSMUSG00000021375	1.24400739330988	5.71786153752683	9.23454047696515	4.51125358207459e-06	0.000508030469181348	4.68783007276927
ENSMUSG00000027533	-1.537769768124	5.24860201691733	-9.16302879633934	4.82604132509616e-06	0.000520644693542727	4.67445697915864
ENSMUSG00000042436	-1.29879332365173	8.2149983206778	-9.27401135289782	4.34718158343333e-06	0.000501699287471254	4.66430667660456
ENSMUSG00000023232	-1.53443571671342	5.2468124738663	-9.09851528744665	5.1307201362906e-06	0.000525088163581284	4.64757949014993
ENSMUSG00000078937	2.75089329775312	3.24876478324982	9.08089033438133	5.21757323591684e-06	0.000525088163581284	4.62918200420806
ENSMUSG00000019966	1.12366645711546	6.18247384342793	9.17649902171018	4.76495632608404e-06	0.000518411095883617	4.61224186611128
ENSMUSG00000058230	1.15291664370986	5.12195318261831	9.08117892016858	5.21613824625199e-06	0.000525088163581284	4.61106846635403
ENSMUSG00000034731	1.56628330389146	4.1206524282701	9.06622699304183	5.29105799222958e-06	0.000525088163581284	4.59782952754838
ENSMUSG00000033792	1.06283945688673	5.83572667578985	9.04622656751045	5.39312037509036e-06	0.000525088163581284	4.58298949730779
ENSMUSG00000068220	-1.38542394662696	8.41185843263087	-9.22240181028094	4.56306449933507e-06	0.000509396713412728	4.54021893646537
ENSMUSG00000079523	-2.37619441102165	6.67526660604659	-9.04509794710811	5.39894357319906e-06	0.000525088163581284	4.53678518521548
ENSMUSG00000027239	-1.82328875770788	5.00988637856248	-8.97691270416802	5.7638385470307e-06	0.000528543994762715	4.52203067131658
ENSMUSG00000030098	1.00612256289574	6.92138176857937	9.13388677895852	4.96114730105122e-06	0.000525088163581284	4.48499655501542
ENSMUSG00000039959	1.65327304437816	6.43370052031273	9.01404487935362	5.56189260900042e-06	0.000528416898684236	4.47379393775653
ENSMUSG00000022801	1.15581639600041	5.75248271097454	8.95705051978455	5.87514130292354e-06	0.000534929532247748	4.45728176906608
ENSMUSG00000027996	-3.88978609001542	4.07165145376781	-9.09093334576301	5.16788744389691e-06	0.000525088163581284	4.42717243548128
ENSMUSG00000031385	1.46501189113275	5.20090501254334	8.98242710910551	5.73334762591385e-06	0.000528543994762715	4.41642318233916
ENSMUSG00000020458	-1.03781251426927	7.46457574241449	-9.01844328469166	5.5384887769679e-06	0.000528416898684236	4.40323284032392
ENSMUSG00000008683	-1.33271750304499	6.32961483921537	-8.91907707780429	6.0945342554566e-06	0.000544537545167152	4.38374818427005
ENSMUSG00000019907	1.84741599899605	5.22122232019254	8.84748491755867	6.53292986946063e-06	0.000564071637987439	4.35751458094076
ENSMUSG00000040648	1.21226455137926	4.73462438535335	8.77711458207017	6.99764868034184e-06	0.000579585895214377	4.34603293214968
ENSMUSG00000090035	1.77905368588856	4.35087641693539	8.70721704683012	7.49524409826906e-06	0.000603637429917109	4.2533737605361
ENSMUSG00000030064	1.03792639668547	6.96812758024249	8.83845211682178	6.59064851987193e-06	0.000564071637987439	4.20060020379545
ENSMUSG00000029174	1.20493258601829	6.64238629643196	8.78076108697977	6.97269951866767e-06	0.000579585895214377	4.19314047902387
ENSMUSG00000006058	-1.12372125994543	5.03237140019336	-8.66445407569162	7.81865624769065e-06	0.000611219451615551	4.19034071605869
ENSMUSG00000033306	1.09770137145565	7.23071157767241	8.78765453496964	6.9258001813164e-06	0.000579585895214377	4.14488082945458
ENSMUSG00000000538	1.00840196726268	6.98824754024102	8.78907631247602	6.91617012145948e-06	0.000579585895214377	4.13925578103796
ENSMUSG00000042129	2.48521490918269	2.37126558665642	8.72937609927375	7.33343138805285e-06	0.000595864507340649	4.1254769123519
ENSMUSG00000060548	-1.12741479388319	4.47289577512572	-8.52162452838076	9.01436087461718e-06	0.000650148117462558	4.09888774566551
ENSMUSG00000053469	3.74084510836537	2.48799134806315	9.04748568091061	5.38663199404848e-06	0.000525088163581284	4.09776941528501
ENSMUSG00000037805	-1.17749372153472	6.04208282723918	-8.58379669567348	8.47096302429004e-06	0.000621429847461917	4.05650070897358
ENSMUSG00000020814	-1.02092335210802	6.94163916950664	-8.64914132040053	7.93814765098917e-06	0.000612767067777688	4.05325448191539
ENSMUSG00000027716	1.19575634050918	6.29372361352717	8.60164720906806	8.32163524441668e-06	0.000618908919629891	4.00490997534131
ENSMUSG00000024048	-1.32055611606977	7.73526093233425	-8.62665134894982	8.11727849254953e-06	0.000612997772278534	3.97205142353393
ENSMUSG00000000567	-1.0596581009167	6.1689475078225	-8.43768501727878	9.80931105432823e-06	0.000688152651997081	3.95278070346663
ENSMUSG00000074129	-1.59587323893834	6.08789220971892	-8.48307030638937	9.37039143742275e-06	0.000668317140409074	3.94969925268692
ENSMUSG00000036777	-2.13591915364021	3.90404871207802	-8.66289406829807	7.83073921174624e-06	0.000611219451615551	3.94667072240674
ENSMUSG00000027784	1.0068951300727	6.63932239110138	8.59362449490827	8.38839009312985e-06	0.000618908919629891	3.94113060192693
ENSMUSG00000027177	1.0106505135828	8.04137835399351	8.63735611413517	8.03147108725889e-06	0.000612767067777688	3.93979064299078
ENSMUSG00000025213	-1.55121626517996	3.52971745309957	-8.39015685827809	1.029314689783e-05	0.000718170760186637	3.92978607806217
ENSMUSG00000042607	1.45790163520675	4.73682692478348	8.37310215993354	1.0473067215425e-05	0.000726485051424766	3.92861813037369
ENSMUSG00000021994	-3.24896906814473	2.99080466524647	-8.61760389437941	8.19058251338426e-06	0.00061491636436741	3.89726834631551
ENSMUSG00000045573	1.36302697867014	3.96049013805568	8.31156663608032	1.11513554958161e-05	0.000731016806651995	3.889587549569
ENSMUSG00000051910	1.53770840430344	3.20629493517637	8.30578541773533	1.12175035761367e-05	0.000731016806651995	3.87759023467211
ENSMUSG00000073700	1.19508266160754	8.86530436532724	8.63297201453499	8.06649279127818e-06	0.000612767067777688	3.87477321778803
ENSMUSG00000049641	-1.41762656485044	4.91104427548283	-8.29146299037434	1.13832317805692e-05	0.000738070351509835	3.86662130102474
ENSMUSG00000021273	-1.10610549148391	4.56551685908003	-8.33100499034436	1.09320482056033e-05	0.000730966848247576	3.85367972671638
ENSMUSG00000030306	2.1241836767004	3.13923173826969	8.35307868968763	1.06887017935181e-05	0.000729901880985026	3.83630962386106
ENSMUSG00000001131	-1.70279731598975	5.08023145227183	-8.24048015184698	1.19952136270531e-05	0.000758593854897085	3.80903009410749
ENSMUSG00000001403	-2.48644393654861	4.00930106903612	-8.45806898590836	9.60946141395729e-06	0.000677836624353757	3.76045994921634
ENSMUSG00000028583	-1.03580757716981	4.91837089316154	-8.16601760490346	1.29545159410277e-05	0.00077134994785772	3.73273750248912
ENSMUSG00000096951	-1.03580757716981	4.91837089316154	-8.16601760490346	1.29545159410277e-05	0.00077134994785772	3.73273750248912
ENSMUSG00000025241	1.3333078312468	6.21437789172993	8.32327998186642	1.10186342919805e-05	0.000731016806651995	3.72838728631848
ENSMUSG00000037486	1.07186590995017	4.93263748890542	8.17254630670195	1.28671447998337e-05	0.00077134994785772	3.71567129037382
ENSMUSG00000033453	1.41613387577183	4.9464203018126	8.18364619857611	1.27200715713087e-05	0.00077134994785772	3.71414098507889
ENSMUSG00000001025	-1.47257102629401	6.81312371650697	-8.33564315080787	1.0880418270997e-05	0.000730966848247576	3.70964197790088
ENSMUSG00000030084	1.19102578953607	5.36966542356885	8.17430916236478	1.28436635776526e-05	0.00077134994785772	3.70788777259074
ENSMUSG00000022510	-1.97691672619537	2.69786711112336	-8.2658766571203	1.16859894560087e-05	0.000751417326855188	3.69045735925159
ENSMUSG00000039470	1.58749683247213	3.14846293897245	8.14257033297371	1.32736801639312e-05	0.00077134994785772	3.68031928399446
ENSMUSG00000026077	3.02962835471396	3.95885186506659	8.21627747353318	1.2298229186198e-05	0.00077134994785772	3.66947120216855
ENSMUSG00000031273	1.71441825145364	2.3810686725505	8.17196591071497	1.28748859172103e-05	0.00077134994785772	3.65809230451349
ENSMUSG00000020649	-1.63597240310858	5.59297382456991	-8.06001188421013	1.44676122100474e-05	0.000800582782554258	3.63113659643655
ENSMUSG00000050315	1.16670852463207	6.40227000675682	8.26419921047385	1.17061431197256e-05	0.000751417326855188	3.62577580478505
ENSMUSG00000024378	-1.24336751043034	3.7225717195376	-8.04855711586504	1.46423240389728e-05	0.000801829545063409	3.62175911788167
ENSMUSG00000032218	-2.11096661118709	3.53332566779471	-8.31358349560709	1.11283790964865e-05	0.000731016806651995	3.61121478530306
ENSMUSG00000024678	-1.30026825390287	3.61661626431568	-8.04362334943222	1.47182834639788e-05	0.000801829545063409	3.60091570049423
ENSMUSG00000043940	1.65621690527523	5.97644634474611	8.11577211440798	1.3649003024919e-05	0.000782258485865671	3.5818639787479
ENSMUSG00000071856	1.56077216230123	3.43404349585747	8.04699363234042	1.46663487751702e-05	0.000801829545063409	3.56041589085382
ENSMUSG00000005952	1.28385136695207	5.72015935990965	8.16861772882162	1.29196421326819e-05	0.00077134994785772	3.55733961372708
ENSMUSG00000079020	1.21417659100244	5.70975519357744	8.09057929200673	1.40124212830412e-05	0.000788997651016152	3.52147323634326
ENSMUSG00000022676	-1.47966930668351	4.63491752789758	-7.9303332543605	1.65862828907892e-05	0.000837910487817378	3.50438847849462
ENSMUSG00000047675	-1.07372436825048	7.06700696557188	-8.13879732077872	1.33258351790143e-05	0.00077134994785772	3.49937520160333
ENSMUSG00000025511	-1.06671055355662	6.590148558625	-8.14649701565287	1.32196373674859e-05	0.00077134994785772	3.49317630033881
ENSMUSG00000063511	-1.06960591516119	5.52783441847374	-7.97244322743068	1.5863358012472e-05	0.000831239959853535	3.48930191947052
ENSMUSG00000022840	1.12128048564377	5.93961798967571	8.09160728217028	1.39973871689052e-05	0.000788997651016152	3.44412822372079
ENSMUSG00000062997	-1.51331234464573	7.3311795566651	-8.1068500534618	1.37765181372861e-05	0.00078384677279453	3.44384736867575
ENSMUSG00000036270	1.00312476971605	6.82582728984484	8.07176028824766	1.42907812986014e-05	0.000797674131788888	3.44079556892584
ENSMUSG00000051118	-2.011383455304	2.66236292895912	-7.91559962672291	1.6847644576794e-05	0.000843276596402313	3.40151676160567
ENSMUSG00000022371	-2.00982747246114	4.44482052703276	-7.88963043141104	1.73193164798505e-05	0.000851898026698547	3.40149831641181
ENSMUSG00000031962	-1.1628986166745	7.57889710969997	-8.04221965695098	1.47399729424338e-05	0.000801829545063409	3.39653360417862
ENSMUSG00000070738	1.12569562139107	6.04502359116583	7.98484962491292	1.5656978556443e-05	0.000827178151060144	3.38528617832585
ENSMUSG00000029708	1.37331031082629	7.39528975894585	8.0662610898136	1.43732570988653e-05	0.000798804652100573	3.36576764847393
ENSMUSG00000022893	1.07312367269931	10.9935962621084	8.24156051237268	1.19818789464111e-05	0.000758593854897085	3.36432226934053
ENSMUSG00000024251	1.84641868285138	2.66704929083846	7.90279955253004	1.70783544995016e-05	0.000843276596402313	3.35288241580236
ENSMUSG00000033396	1.50977915905894	4.05655004091231	7.78149853942347	1.9443998595776e-05	0.00090871198164965	3.34974715482129
ENSMUSG00000073940	-2.61427737304494	4.91881031767621	-7.84284213336735	1.82058734166329e-05	0.000878932506463118	3.34940688087983
ENSMUSG00000032289	1.61376284452585	6.04731688474675	7.94339192150564	1.63583269748244e-05	0.000837910487817378	3.34306875319249
ENSMUSG00000030717	-1.03029603036952	6.72270231590291	-7.99448342221308	1.54987408866883e-05	0.000823353245519372	3.33820616653024
ENSMUSG00000032198	2.05997809061393	4.06333808991348	7.72696226091231	2.06220380532166e-05	0.000948909406907507	3.29326230624075
ENSMUSG00000001506	-1.58948079225389	13.2607241967515	-8.20755286892991	1.24095009252385e-05	0.00077134994785772	3.28404556651948
ENSMUSG00000040212	-1.1009787633542	6.4262640230607	-7.86503219341006	1.77793919478201e-05	0.000867877695156327	3.24237380373333
ENSMUSG00000017716	-2.59639476598233	3.01771679021737	-8.13788340737714	1.3338501980403e-05	0.00077134994785772	3.23885833103596
ENSMUSG00000043456	1.07139240299293	4.66738815631527	7.76812298638365	1.97259758921581e-05	0.00091423133033764	3.2210372947066
ENSMUSG00000027933	1.00964704929715	4.54034753777423	7.67746130314738	2.17588679194977e-05	0.000980445635863218	3.21490691404522
ENSMUSG00000030432	-1.04532414239951	5.97212084472501	-7.79399192243447	1.91845834851054e-05	0.000905485999871159	3.20023758852637
ENSMUSG00000060636	-1.13300401410079	6.33035199335937	-7.79057506947957	1.9255154850041e-05	0.000905485999871159	3.17718957646927
ENSMUSG00000054717	-1.05479465120178	5.68049330275106	-7.70801756191663	2.10492863708349e-05	0.000956381743556663	3.14500124611897
ENSMUSG00000078886	-2.51658043596477	1.66114083738785	-7.90375096091184	1.70610882354098e-05	0.000843276596402313	3.13227256673398
ENSMUSG00000069515	1.14884185895759	3.53788959675357	7.66126495678803	2.21455169821176e-05	0.000987167177140365	3.12846923295668
ENSMUSG00000020196	1.07535829141006	5.41449465133507	7.67717585959856	2.1765618182039e-05	0.000980445635863218	3.10092895017191
ENSMUSG00000027985	-2.79594409722068	1.11121368852357	-7.8559329351021	1.7952943006205e-05	0.00087302985724871	3.09698430095215
ENSMUSG00000036745	1.08718329051185	4.57548604538839	7.60422885162377	2.35678694960041e-05	0.00100186857148907	3.09354791082578
ENSMUSG00000028234	-1.27014834132485	6.39378332799469	-7.71453794567399	2.09011572434578e-05	0.000956314112339273	3.08747457677218
ENSMUSG00000023977	1.10552262274862	5.15158919262728	7.60451426039253	2.35605090091236e-05	0.00100186857148907	3.08427148314843
ENSMUSG00000018604	1.72706051223977	5.7132961367959	7.6666185863895	2.20168899292913e-05	0.000984853076349274	3.07192341641718
ENSMUSG00000039232	-1.05714838885092	5.30955153214955	-7.55092777377013	2.4987397903239e-05	0.00101420481756868	3.04400016769234
ENSMUSG00000061048	-3.14073997599984	1.67985737769274	-7.80631315606562	1.89324336745036e-05	0.000903548637595824	3.03490002166342
ENSMUSG00000067288	-1.40065079895534	5.75834051393069	-7.59335623544632	2.38501402249668e-05	0.00100389541051844	3.03293051988846
ENSMUSG00000071415	-1.11859983225021	6.58139725742891	-7.6538351058564	2.23253861109524e-05	0.000988321747904851	2.99429567052667
ENSMUSG00000079641	-1.33583202682005	5.37725992212419	-7.51457392394609	2.6008886821292e-05	0.00104019342371261	2.99012413829853
ENSMUSG00000032548	1.7887200908841	4.77267895681519	7.55000684287397	2.5012728537493e-05	0.00101420481756868	2.98379845170492
ENSMUSG00000069919	-2.69643711281174	6.20636129367495	-7.59596833190841	2.37819914781182e-05	0.00100389541051844	2.95784700339967
ENSMUSG00000042046	1.23667568659251	5.32403912633512	7.48149664092196	2.69779058252694e-05	0.00106239986191659	2.94225445643809
ENSMUSG00000061477	-1.17789643689151	6.68957423798799	-7.60964764176934	2.34285494401679e-05	0.00100186857148907	2.9413110101888
ENSMUSG00000019731	1.0482240567344	6.36279434086523	7.58303299646237	2.41215591470444e-05	0.00101200188343058	2.9240398587617
ENSMUSG00000040204	-3.12408229643619	3.05678001958899	-7.79282980602316	1.92085540418757e-05	0.000905485999871159	2.90153723145232
ENSMUSG00000034055	1.17162296658745	4.94699866479274	7.44012932833516	2.82454935205004e-05	0.00108893587332187	2.89634852656207
ENSMUSG00000020953	-1.38720738071954	5.04549904283069	-7.5158481995425	2.5972322307783e-05	0.00104019342371261	2.89447159723627
ENSMUSG00000024978	2.86417068661384	3.0705075225867	7.4960938924173	2.65455085096951e-05	0.00105508123296429	2.89090028136324
ENSMUSG00000015750	1.13458487186308	3.89434190539378	7.35115013048749	3.11973726344311e-05	0.00116100877873557	2.88945297063
ENSMUSG00000041431	-2.04586572819258	3.97071021593531	-7.36927703738207	3.05698145214253e-05	0.00115089524582422	2.84445957404218
ENSMUSG00000047786	-1.64671122577848	4.54241196276982	-7.30021216657473	3.30371496645393e-05	0.00119921861880752	2.83748963671637
ENSMUSG00000040506	1.09117286063951	4.75897528391831	7.33880477020925	3.16327918834091e-05	0.00116100877873557	2.82896996881444
ENSMUSG00000050505	1.1912783772909	3.642039243089	7.33465697917125	3.17805646108101e-05	0.00116238999565123	2.82774295268624
ENSMUSG00000024201	1.03353400700796	5.84571991642322	7.44702255162587	2.80298436015703e-05	0.00108387690408723	2.8226234310546
ENSMUSG00000094777	-2.94977786919333	3.98702376405873	-7.44776196608927	2.80068181700384e-05	0.00108387690408723	2.82234610546797
ENSMUSG00000022483	-1.43329234307177	4.28047107343566	-7.28723310484793	3.35245781036482e-05	0.00119921861880752	2.81155291843061
ENSMUSG00000024521	-1.26322720302043	4.57982363735892	-7.27241725224268	3.40905709840703e-05	0.00120566046912808	2.80530430897826
ENSMUSG00000028150	2.26269005346748	1.11598041536841	7.51747893913238	2.59256109226778e-05	0.00104019342371261	2.79707586300171
ENSMUSG00000025574	-2.03720206706355	2.66503235314366	-7.56045841454778	2.47268876074151e-05	0.00101420481756868	2.78740298276373
ENSMUSG00000056851	-2.9816851456079	2.92074788185456	-7.3720707956322	3.04743218366843e-05	0.00115067454040986	2.78384208585992
