ENSMUSG00000020889	ENSMUSG00000002289	ENSMUSG00000022425	ENSMUSG00000003038	ENSMUSG00000032291	ENSMUSG00000030074	ENSMUSG00000041828	ENSMUSG00000046352	ENSMUSG00000068747	ENSMUSG00000034648	ENSMUSG00000025092	ENSMUSG00000006342	ENSMUSG00000027993	ENSMUSG00000058914	ENSMUSG00000024900	ENSMUSG00000020592	ENSMUSG00000020218	ENSMUSG00000066113	ENSMUSG00000018819	ENSMUSG00000035385	ENSMUSG00000039883	ENSMUSG00000020357	ENSMUSG00000030659	ENSMUSG00000030732	ENSMUSG00000017631	ENSMUSG00000032013	ENSMUSG00000027875	ENSMUSG00000037138	ENSMUSG00000052296	ENSMUSG00000037820	ENSMUSG00000037318	ENSMUSG00000025324	ENSMUSG00000024538	ENSMUSG00000035373	ENSMUSG00000059824	ENSMUSG00000024049	ENSMUSG00000005611	ENSMUSG00000016128	ENSMUSG00000051339	ENSMUSG00000021823	ENSMUSG00000003660	ENSMUSG00000035199	ENSMUSG00000038250	ENSMUSG00000027107	ENSMUSG00000032262	ENSMUSG00000037443	ENSMUSG00000034161	ENSMUSG00000049516	ENSMUSG00000029380	ENSMUSG00000025930	ENSMUSG00000023169	ENSMUSG00000040152	ENSMUSG00000041347	ENSMUSG00000038170	ENSMUSG00000038550	ENSMUSG00000027208	ENSMUSG00000032518	ENSMUSG00000042988	ENSMUSG00000037709	ENSMUSG00000047281	ENSMUSG00000054641	ENSMUSG00000026278	ENSMUSG00000083405	ENSMUSG00000040433	ENSMUSG00000022324	ENSMUSG00000049517	ENSMUSG00000060572	ENSMUSG00000038602	ENSMUSG00000004508	ENSMUSG00000039523	ENSMUSG00000040952	ENSMUSG00000061397	ENSMUSG00000021775	ENSMUSG00000054675	ENSMUSG00000029313	ENSMUSG00000034354	ENSMUSG00000045128	ENSMUSG00000059291	ENSMUSG00000020788	ENSMUSG00000019820	ENSMUSG00000031519	ENSMUSG00000073557	ENSMUSG00000058325	ENSMUSG00000021375	ENSMUSG00000027533	ENSMUSG00000042436	ENSMUSG00000023232	ENSMUSG00000078937	ENSMUSG00000019966	ENSMUSG00000058230	ENSMUSG00000034731	ENSMUSG00000033792	ENSMUSG00000068220	ENSMUSG00000079523	ENSMUSG00000027239	ENSMUSG00000030098	ENSMUSG00000039959	ENSMUSG00000022801	ENSMUSG00000027996	ENSMUSG00000031385	ENSMUSG00000020458	ENSMUSG00000008683	ENSMUSG00000019907	ENSMUSG00000040648	ENSMUSG00000090035	ENSMUSG00000030064	ENSMUSG00000029174	ENSMUSG00000006058	ENSMUSG00000033306	ENSMUSG00000000538	ENSMUSG00000042129	ENSMUSG00000060548	ENSMUSG00000053469	ENSMUSG00000037805	ENSMUSG00000020814	ENSMUSG00000027716	ENSMUSG00000024048	ENSMUSG00000000567	ENSMUSG00000074129	ENSMUSG00000036777	ENSMUSG00000027784	ENSMUSG00000027177	ENSMUSG00000025213	ENSMUSG00000042607	ENSMUSG00000021994	ENSMUSG00000045573	ENSMUSG00000051910	ENSMUSG00000073700	ENSMUSG00000049641	ENSMUSG00000021273	ENSMUSG00000030306	ENSMUSG00000001131	ENSMUSG00000001403	ENSMUSG00000028583	ENSMUSG00000096951	ENSMUSG00000025241	ENSMUSG00000037486	ENSMUSG00000033453	ENSMUSG00000001025	ENSMUSG00000030084	ENSMUSG00000022510	ENSMUSG00000039470	ENSMUSG00000026077	ENSMUSG00000031273	ENSMUSG00000020649	ENSMUSG00000050315	ENSMUSG00000024378	ENSMUSG00000032218	ENSMUSG00000024678	ENSMUSG00000043940	ENSMUSG00000071856	ENSMUSG00000005952	ENSMUSG00000079020	ENSMUSG00000022676	ENSMUSG00000047675	ENSMUSG00000025511	ENSMUSG00000063511	ENSMUSG00000022840	ENSMUSG00000062997	ENSMUSG00000036270	ENSMUSG00000051118	ENSMUSG00000022371	ENSMUSG00000031962	ENSMUSG00000070738	ENSMUSG00000029708	ENSMUSG00000022893	ENSMUSG00000024251	ENSMUSG00000033396	ENSMUSG00000073940	ENSMUSG00000032289	ENSMUSG00000030717	ENSMUSG00000032198	ENSMUSG00000001506	ENSMUSG00000040212	ENSMUSG00000017716	ENSMUSG00000043456	ENSMUSG00000027933	ENSMUSG00000030432	ENSMUSG00000060636	ENSMUSG00000054717	ENSMUSG00000078886	ENSMUSG00000069515	ENSMUSG00000020196	ENSMUSG00000027985	ENSMUSG00000036745	ENSMUSG00000028234	ENSMUSG00000023977	ENSMUSG00000018604	ENSMUSG00000039232	ENSMUSG00000061048	ENSMUSG00000067288	ENSMUSG00000071415	ENSMUSG00000079641	ENSMUSG00000032548	ENSMUSG00000069919	ENSMUSG00000042046	ENSMUSG00000061477	ENSMUSG00000019731	ENSMUSG00000040204	ENSMUSG00000034055	ENSMUSG00000020953	ENSMUSG00000024978	ENSMUSG00000015750	ENSMUSG00000041431	ENSMUSG00000047786	ENSMUSG00000040506	ENSMUSG00000050505	ENSMUSG00000024201	ENSMUSG00000094777	ENSMUSG00000022483	ENSMUSG00000024521	ENSMUSG00000028150	ENSMUSG00000025574	ENSMUSG00000056851	ENSMUSG00000020583	ENSMUSG00000079435	ENSMUSG00000025140	ENSMUSG00000048232	ENSMUSG00000041528	ENSMUSG00000104063	ENSMUSG00000037415	ENSMUSG00000024163	ENSMUSG00000004677	ENSMUSG00000027678	ENSMUSG00000017724	ENSMUSG00000002831	ENSMUSG00000052934	ENSMUSG00000046330	ENSMUSG00000039787	ENSMUSG00000007817	ENSMUSG00000045790	ENSMUSG00000058558	ENSMUSG00000031239	ENSMUSG00000027715	ENSMUSG00000025290	ENSMUSG00000044447	ENSMUSG00000019880	ENSMUSG00000023505	ENSMUSG00000031230	ENSMUSG00000073403	ENSMUSG00000053965	ENSMUSG00000034892	ENSMUSG00000034235	ENSMUSG00000038244	ENSMUSG00000024451	ENSMUSG00000079243	ENSMUSG00000057722	ENSMUSG00000025362	ENSMUSG00000022464	ENSMUSG00000041261	ENSMUSG00000035948	ENSMUSG00000022479	ENSMUSG00000014303	ENSMUSG00000025812	ENSMUSG00000029177	ENSMUSG00000003226	ENSMUSG00000029304	ENSMUSG00000037999	ENSMUSG00000020576	ENSMUSG00000004473	ENSMUSG00000041949	ENSMUSG00000041841	ENSMUSG00000036568	ENSMUSG00000026822	ENSMUSG00000046364	ENSMUSG00000034126	ENSMUSG00000025794	ENSMUSG00000029587	ENSMUSG00000034310	ENSMUSG00000031314	ENSMUSG00000020018	ENSMUSG00000040697	ENSMUSG00000026924	ENSMUSG00000041782	ENSMUSG00000026100	ENSMUSG00000032911	ENSMUSG00000037601	ENSMUSG00000038718	ENSMUSG00000048327	ENSMUSG00000090958	ENSMUSG00000033365	ENSMUSG00000025266	ENSMUSG00000021792	ENSMUSG00000035181	ENSMUSG00000029061	ENSMUSG00000078684	ENSMUSG00000034525	ENSMUSG00000040310	ENSMUSG00000005534	ENSMUSG00000034903	ENSMUSG00000035969	ENSMUSG00000041741	ENSMUSG00000040537	ENSMUSG00000041341	ENSMUSG00000029720	ENSMUSG00000039481	ENSMUSG00000034850	ENSMUSG00000021643	ENSMUSG00000002032	ENSMUSG00000041797	ENSMUSG00000070436	ENSMUSG00000039414	ENSMUSG00000057863	ENSMUSG00000027015	ENSMUSG00000029683	ENSMUSG00000019984	ENSMUSG00000002343	ENSMUSG00000021032	ENSMUSG00000064368	ENSMUSG00000020741	ENSMUSG00000048218	ENSMUSG00000047139	ENSMUSG00000039452	ENSMUSG00000102066	ENSMUSG00000039262	ENSMUSG00000033083	ENSMUSG00000026657	ENSMUSG00000045629	ENSMUSG00000030739	ENSMUSG00000028936	ENSMUSG00000078974	ENSMUSG00000028018	ENSMUSG00000018166	ENSMUSG00000038319	ENSMUSG00000019932	ENSMUSG00000018411	ENSMUSG00000006649	ENSMUSG00000009394	ENSMUSG00000041975	ENSMUSG00000031328	ENSMUSG00000058427	ENSMUSG00000027650	ENSMUSG00000052909	ENSMUSG00000046380	ENSMUSG00000042453	ENSMUSG00000071341	ENSMUSG00000067219	ENSMUSG00000027524	ENSMUSG00000101439	ENSMUSG00000030303	ENSMUSG00000061603	ENSMUSG00000034684	ENSMUSG00000034607	ENSMUSG00000029009	ENSMUSG00000028246	ENSMUSG00000090733	ENSMUSG00000078651	ENSMUSG00000030433	ENSMUSG00000024983	ENSMUSG00000024660	ENSMUSG00000073676	ENSMUSG00000052305	ENSMUSG00000019761	ENSMUSG00000031166	ENSMUSG00000027668	ENSMUSG00000021367	ENSMUSG00000045777	ENSMUSG00000031697	ENSMUSG00000030166	ENSMUSG00000049404	ENSMUSG00000032698	ENSMUSG00000047821	ENSMUSG00000057278	ENSMUSG00000028347	ENSMUSG00000031075	ENSMUSG00000027306	ENSMUSG00000051367	ENSMUSG00000033039	ENSMUSG00000025027	ENSMUSG00000057948	ENSMUSG00000031111	ENSMUSG00000045466	ENSMUSG00000032251	ENSMUSG00000035799	ENSMUSG00000009927	ENSMUSG00000025658	ENSMUSG00000074364	ENSMUSG00000019194	ENSMUSG00000072553	ENSMUSG00000021277	ENSMUSG00000005871	ENSMUSG00000048922	ENSMUSG00000038077	ENSMUSG00000042340	ENSMUSG00000022263	ENSMUSG00000022215	ENSMUSG00000037110	ENSMUSG00000035845	ENSMUSG00000069917	ENSMUSG00000029337	ENSMUSG00000004698	ENSMUSG00000047098	ENSMUSG00000029417	ENSMUSG00000049699	ENSMUSG00000038900	ENSMUSG00000028407	ENSMUSG00000033209	ENSMUSG00000074384	ENSMUSG00000102752	ENSMUSG00000001985	ENSMUSG00000009739	ENSMUSG00000102697	ENSMUSG00000070972	ENSMUSG00000046688	ENSMUSG00000000889	ENSMUSG00000040612	ENSMUSG00000006576	ENSMUSG00000040229	ENSMUSG00000057322	ENSMUSG00000041012	ENSMUSG00000061175	ENSMUSG00000025747	ENSMUSG00000027878	ENSMUSG00000028860	ENSMUSG00000029570	ENSMUSG00000039298	ENSMUSG00000020216	ENSMUSG00000059408	ENSMUSG00000001493	ENSMUSG00000037725	ENSMUSG00000028468	ENSMUSG00000067038	ENSMUSG00000080268	ENSMUSG00000056900	ENSMUSG00000038155	ENSMUSG00000097808	ENSMUSG00000029804	ENSMUSG00000032850	ENSMUSG00000040102	ENSMUSG00000045980	ENSMUSG00000022438	ENSMUSG00000039456	ENSMUSG00000009112	ENSMUSG00000003154	ENSMUSG00000004347	ENSMUSG00000036281	ENSMUSG00000047757	ENSMUSG00000041219	ENSMUSG00000056612	ENSMUSG00000053646	ENSMUSG00000049739	ENSMUSG00000045975	ENSMUSG00000036306	ENSMUSG00000068299	ENSMUSG00000029086	ENSMUSG00000044550	ENSMUSG00000043557	ENSMUSG00000003435	ENSMUSG00000022440	ENSMUSG00000025577	ENSMUSG00000004098	ENSMUSG00000040170	ENSMUSG00000024620	ENSMUSG00000027304	ENSMUSG00000040459	ENSMUSG00000041845	ENSMUSG00000040703	ENSMUSG00000028587	ENSMUSG00000036655	ENSMUSG00000030643	ENSMUSG00000042655	ENSMUSG00000024084	ENSMUSG00000026018	ENSMUSG00000022421	ENSMUSG00000041220	ENSMUSG00000027636	ENSMUSG00000030814	ENSMUSG00000038766	ENSMUSG00000034573	ENSMUSG00000024066	ENSMUSG00000020541	ENSMUSG00000046056	ENSMUSG00000025270	ENSMUSG00000032186	ENSMUSG00000028778	ENSMUSG00000042401	ENSMUSG00000042029	ENSMUSG00000003355	ENSMUSG00000049281	ENSMUSG00000028532	ENSMUSG00000037568	ENSMUSG00000060935	ENSMUSG00000061322	ENSMUSG00000055733	ENSMUSG00000047875	ENSMUSG00000029577	ENSMUSG00000097148	ENSMUSG00000027962	ENSMUSG00000030816	ENSMUSG00000015879	ENSMUSG00000036208	ENSMUSG00000022033	ENSMUSG00000002083	ENSMUSG00000003644	ENSMUSG00000038233	ENSMUSG00000054196	ENSMUSG00000040797	ENSMUSG00000039501	ENSMUSG00000061613	ENSMUSG00000012519	ENSMUSG00000023868	ENSMUSG00000027460	ENSMUSG00000027580	ENSMUSG00000032115	ENSMUSG00000058665	ENSMUSG00000009646	ENSMUSG00000000247	ENSMUSG00000036529	ENSMUSG00000006281	ENSMUSG00000023013	ENSMUSG00000026039	ENSMUSG00000092329	ENSMUSG00000042644	ENSMUSG00000038970	ENSMUSG00000045007	ENSMUSG00000021943	ENSMUSG00000062248	ENSMUSG00000024228	ENSMUSG00000020656	ENSMUSG00000082035	ENSMUSG00000026430	ENSMUSG00000071537	ENSMUSG00000032480	ENSMUSG00000032278	ENSMUSG00000047221	ENSMUSG00000034394	ENSMUSG00000027864	ENSMUSG00000027536	ENSMUSG00000067928	ENSMUSG00000001604	ENSMUSG00000072653	ENSMUSG00000037161	ENSMUSG00000027706	ENSMUSG00000064202	ENSMUSG00000028678	ENSMUSG00000025429	ENSMUSG00000039662	ENSMUSG00000050271	ENSMUSG00000021614	ENSMUSG00000015944	ENSMUSG00000024039	ENSMUSG00000058503	ENSMUSG00000021903	ENSMUSG00000032017	ENSMUSG00000030225	ENSMUSG00000082361	ENSMUSG00000029153	ENSMUSG00000056919	ENSMUSG00000032777	ENSMUSG00000026090	ENSMUSG00000030110	ENSMUSG00000026574	ENSMUSG00000019808	ENSMUSG00000001150	ENSMUSG00000037995	ENSMUSG00000025150	ENSMUSG00000063727	ENSMUSG00000020491	ENSMUSG00000039089	ENSMUSG00000078771	ENSMUSG00000058740	ENSMUSG00000034832	ENSMUSG00000031274	ENSMUSG00000010064	ENSMUSG00000003824	ENSMUSG00000033491	ENSMUSG00000050919	ENSMUSG00000035295	ENSMUSG00000044927	ENSMUSG00000040136	ENSMUSG00000034324	ENSMUSG00000068115	ENSMUSG00000039323	ENSMUSG00000090000	ENSMUSG00000024862	ENSMUSG00000032845	ENSMUSG00000042763	ENSMUSG00000054252	ENSMUSG00000020686	ENSMUSG00000043059	ENSMUSG00000024875	ENSMUSG00000039747	ENSMUSG00000041229	ENSMUSG00000035112	ENSMUSG00000002055	ENSMUSG00000039813	ENSMUSG00000027315	ENSMUSG00000090451	ENSMUSG00000034825	ENSMUSG00000032409	ENSMUSG00000034171	ENSMUSG00000063849	ENSMUSG00000019848	ENSMUSG00000057469	ENSMUSG00000074476	ENSMUSG00000055980	ENSMUSG00000020330	ENSMUSG00000054752	ENSMUSG00000001763	ENSMUSG00000025359	ENSMUSG00000031103	ENSMUSG00000020407	ENSMUSG00000033478	ENSMUSG00000079355	ENSMUSG00000060402	ENSMUSG00000051351	ENSMUSG00000033752	ENSMUSG00000063632	ENSMUSG00000024907	ENSMUSG00000054203	ENSMUSG00000091957	ENSMUSG00000030867	ENSMUSG00000028020	ENSMUSG00000103749	ENSMUSG00000028545	ENSMUSG00000020090	ENSMUSG00000036748	ENSMUSG00000079056	ENSMUSG00000002778	ENSMUSG00000024112	ENSMUSG00000070473	ENSMUSG00000043909	ENSMUSG00000030214	ENSMUSG00000070495	ENSMUSG00000039512	ENSMUSG00000051043	ENSMUSG00000045211	ENSMUSG00000078185	ENSMUSG00000045519	ENSMUSG00000055660	ENSMUSG00000016637	ENSMUSG00000009075	ENSMUSG00000052369	ENSMUSG00000070733	ENSMUSG00000021911	ENSMUSG00000016763	ENSMUSG00000018372	ENSMUSG00000042501	ENSMUSG00000041649	ENSMUSG00000032254	ENSMUSG00000037624	ENSMUSG00000015619	ENSMUSG00000040329	ENSMUSG00000022195	ENSMUSG00000017754	ENSMUSG00000054400	ENSMUSG00000029603	ENSMUSG00000058152	ENSMUSG00000059060	ENSMUSG00000086022	ENSMUSG00000039001	ENSMUSG00000024542	ENSMUSG00000028539	ENSMUSG00000032400	ENSMUSG00000047419	ENSMUSG00000024726	ENSMUSG00000050428	ENSMUSG00000091625	ENSMUSG00000030515	ENSMUSG00000025857	ENSMUSG00000021275	ENSMUSG00000055301	ENSMUSG00000031380	ENSMUSG00000005043	ENSMUSG00000029765	ENSMUSG00000034435	ENSMUSG00000044022	ENSMUSG00000041660	ENSMUSG00000011267	ENSMUSG00000027068	ENSMUSG00000039929	ENSMUSG00000059974	ENSMUSG00000057691	ENSMUSG00000022469	ENSMUSG00000046410	ENSMUSG00000000028	ENSMUSG00000062184	ENSMUSG00000003123	ENSMUSG00000018923	ENSMUSG00000070564	ENSMUSG00000075592	ENSMUSG00000035547	ENSMUSG00000026944	ENSMUSG00000059005	ENSMUSG00000020747	ENSMUSG00000006457	ENSMUSG00000058569	ENSMUSG00000049892	ENSMUSG00000033715	ENSMUSG00000024924	ENSMUSG00000059436	ENSMUSG00000037816	ENSMUSG00000043613	ENSMUSG00000031613	ENSMUSG00000073125	ENSMUSG00000021676	ENSMUSG00000049134	ENSMUSG00000032373	ENSMUSG00000038332	ENSMUSG00000051159	ENSMUSG00000037490	ENSMUSG00000042595	ENSMUSG00000032500	ENSMUSG00000029298	ENSMUSG00000024011	ENSMUSG00000004945	ENSMUSG00000030748	ENSMUSG00000001020	ENSMUSG00000031284	ENSMUSG00000025510	ENSMUSG00000041577	ENSMUSG00000030862	ENSMUSG00000021702	ENSMUSG00000006369	ENSMUSG00000023885	ENSMUSG00000028989	ENSMUSG00000041559	ENSMUSG00000037405	ENSMUSG00000039084	ENSMUSG00000027966	ENSMUSG00000017897	ENSMUSG00000024529	ENSMUSG00000047420	ENSMUSG00000041112	ENSMUSG00000031849	ENSMUSG00000022150	ENSMUSG00000009772	ENSMUSG00000094483	ENSMUSG00000044006	ENSMUSG00000032925	ENSMUSG00000023915	ENSMUSG00000064080	ENSMUSG00000028364	ENSMUSG00000029816	ENSMUSG00000026435	ENSMUSG00000022790	ENSMUSG00000024735	ENSMUSG00000000753	ENSMUSG00000052429	ENSMUSG00000025229	ENSMUSG00000061013	ENSMUSG00000021062	ENSMUSG00000034926	ENSMUSG00000024164	ENSMUSG00000039982	ENSMUSG00000071656	ENSMUSG00000055407	ENSMUSG00000042594	ENSMUSG00000079022	ENSMUSG00000026241	ENSMUSG00000054162	ENSMUSG00000032179	ENSMUSG00000039321	ENSMUSG00000087679	ENSMUSG00000028736	ENSMUSG00000020402	ENSMUSG00000028780	ENSMUSG00000022048	ENSMUSG00000021144	ENSMUSG00000032334	ENSMUSG00000062980	ENSMUSG00000031431	ENSMUSG00000026442	ENSMUSG00000039396
772	785	772	787	787	601	437	772	785	787	437	789	437	787	785	601	772	785	772	601	787	788	786	791	785	601	437	791	785	789	787	437	772	772	786	785	785	437	437	785	437	787	437	787	772	690	786	437	601	601	772	788	601	437	786	601	601	786	785	786	788	787	785	437	785	601	786	788	437	788	601	690	786	772	437	437	772	601	437	785	772	785	437	785	772	786	787	785	785	437	785	437	787	787	601	789	437	437	601	437	787	601	785	437	785	437	437	601	785	788	437	786	785	601	786	785	601	787	601	787	785	437	786	785	690	790	437	788	601	772	437	786	787	787	787	437	437	785	772	437	601	785	785	789	601	785	787	787	772	437	437	789	785	772	601	786	772	789	601	437	601	772	787	785	785	437	437	437	690	785	772	437	772	601	787	789	785	601	787	601	601	785	437	786	785	601	437	785	772	601	772	601	787	788	690	437	601	788	601	437	772	437	437	787	787	437	788	437	787	786	787	785	601	601	786	787	786	437	437	788	437	788	437	788	772	785	437	601	690	437	437	601	787	787	787	437	601	787	601	601	785	601	437	789	437	785	791	787	601	786	785	786	787	437	787	437	601	785	437	786	437	601	437	437	772	785	601	437	789	788	787	785	437	772	690	785	601	785	787	785	437	785	772	437	786	785	437	787	437	785	437	785	785	437	437	787	785	772	437	437	772	437	601	690	787	785	785	437	772	437	785	772	772	789	785	785	785	437	788	601	601	787	437	789	690	789	601	437	785	785	772	437	786	785	788	772	772	787	437	601	785	437	690	788	437	772	437	787	785	601	601	690	786	437	788	786	772	601	772	772	772	786	601	601	789	787	787	785	785	772	785	437	787	772	601	788	789	787	786	785	785	787	437	786	785	772	437	789	690	787	785	788	772	789	772	601	437	785	437	437	437	437	786	772	788	789	785	786	601	786	437	787	437	786	772	772	601	789	786	787	785	601	785	785	787	787	785	789	437	785	772	437	437	437	601	788	772	787	787	437	437	437	601	437	690	787	690	788	787	772	437	788	437	772	787	786	772	789	772	786	690	786	786	785	787	772	601	437	437	437	786	772	690	437	785	690	437	601	785	437	601	601	785	785	772	437	601	601	437	437	785	790	786	786	690	786	787	788	690	785	772	790	437	437	601	690	786	437	789	786	787	785	785	437	601	787	601	788	772	787	690	786	785	690	437	601	787	789	785	690	788	787	786	437	787	787	437	788	787	785	690	787	788	690	786	785	787	437	785	690	787	787	772	785	601	601	786	772	785	786	785	788	789	786	601	786	785	787	787	785	601	785	787	772	785	786	785	772	785	786	772	787	788	437	787	601	772	601	791	785	789	785	787	690	787	437	787	787	789	791	786	787	437	690	772	690	772	601	601	437	601	787	601	437	787	601	772	437	790	785	789	785	787	772	788	789	786	437	601	785	787	772	601	437	437	787	772	787	772	787	786	772	788	437	690	601	437	690	772	437	787	785	787	772	437	772	785	601	785	785	437	437	601	785	437	772	601	772	772	690	785	437	787	788	788	772	787	785	772	772	789	437	437	601	437	787	690	790	791	791	791	788	787	601	787	437	789	788	791	787	788	791	791	791	690	787	791	601	791	790	690	690	690	690	690	791	690	786	786	690	690	690	690	791	690	690	690	790	690	690	791	690	791	791	791	785	790	690	790	790	690	690	785	690	790	690	690	791	690	790	690	690	786	789	790	791	786	789	790	787	791	791	690	790
786	785	772	787	787	601	437	772	785	787	437	789	437	601	785	601	772	785	772	601	787	788	786	791	785	601	437	791	785	789	787	437	772	601	786	785	785	437	437	785	437	787	437	787	772	690	786	437	601	601	772	788	601	437	786	601	601	786	785	786	791	787	785	437	785	601	786	788	437	437	601	690	786	772	437	437	772	601	437	437	772	785	437	785	772	786	787	785	789	437	785	437	787	787	601	789	437	437	601	437	787	601	789	437	785	437	437	601	785	788	785	786	437	601	786	785	601	787	601	787	785	437	786	785	690	790	437	788	787	772	437	786	787	787	787	437	437	785	772	785	601	785	785	785	601	785	787	787	772	437	437	789	785	772	601	786	772	789	601	437	601	772	787	437	437	437	437	437	690	785	772	437	772	601	787	789	785	601	601	601	601	785	785	690	785	601	437	785	786	601	601	601	787	788	690	437	601	788	601	788	786	437	437	787	787	437	788	437	787	772	787	785	601	601	786	787	786	437	437	788	437	788	788	788	772	785	437	601	786	437	437	601	787	787	787	437	601	787	601	772	785	601	437	789	437	785	791	601	601	786	785	786	787	437	787	437	787	785	437	786	437	601	437	437	772	437	601	437	789	788	787	785	437	772	690	785	601	785	787	785	437	437	772	437	786	785	437	787	437	785	437	785	785	437	437	787	785	772	437	788	772	437	601	690	787	785	785	437	786	437	785	772	772	789	785	785	785	437	788	601	601	787	437	789	786	789	601	437	785	785	772	437	786	785	788	772	772	787	437	787	785	437	791	788	437	772	437	787	785	601	601	690	786	785	437	786	772	601	772	772	601	772	601	601	789	787	787	437	785	772	785	788	787	772	601	437	789	601	786	785	785	787	437	786	785	772	437	789	690	787	785	788	772	789	772	601	437	785	437	437	437	437	786	601	437	789	785	786	787	786	437	787	437	786	772	772	601	789	786	787	785	601	785	785	787	787	785	789	437	437	601	437	437	437	601	788	772	601	787	437	437	437	601	437	690	787	690	788	787	772	437	788	437	772	787	786	772	789	772	786	690	772	786	785	787	772	601	437	437	437	786	772	690	437	785	690	437	601	785	437	601	772	785	785	772	437	601	601	437	437	437	790	786	786	690	786	787	788	690	785	772	790	437	785	601	690	786	437	785	786	787	785	785	437	601	787	601	788	772	787	690	786	785	786	437	601	601	789	785	690	788	787	772	437	787	601	437	788	787	785	690	787	788	690	786	785	787	437	785	690	787	787	772	785	601	601	786	772	785	786	785	788	789	772	601	786	785	601	787	785	601	785	787	772	785	786	785	772	785	786	601	787	788	437	787	601	772	601	791	437	789	785	601	690	787	437	787	787	789	791	786	787	437	690	772	690	772	787	601	437	787	787	601	788	601	601	772	437	790	785	789	785	787	772	437	789	786	437	601	785	787	772	601	437	437	787	772	787	772	787	786	772	788	437	690	601	437	690	772	437	787	437	787	786	437	772	785	601	785	785	437	437	601	785	437	772	601	772	772	690	785	437	787	437	788	772	787	785	601	772	789	437	437	601	437	787	690	790	791	791	791	788	787	601	787	788	789	788	791	787	788	791	791	791	690	787	791	787	791	790	690	690	690	690	791	791	690	690	786	690	690	690	690	791	690	690	690	790	786	690	791	690	791	791	791	785	790	690	790	790	690	690	785	690	790	690	690	791	690	790	690	690	690	789	790	791	690	789	790	787	791	791	690	790
772	785	772	787	787	601	437	772	785	787	437	789	437	601	785	601	772	437	772	601	787	788	786	791	785	601	437	791	785	789	787	437	772	772	772	785	785	437	437	785	437	787	437	787	772	690	786	437	601	601	772	788	601	437	772	601	772	786	785	786	788	787	785	437	785	601	786	788	437	437	601	690	786	772	437	437	772	601	785	437	772	785	437	785	772	786	787	785	785	437	785	437	601	787	601	789	437	437	601	437	787	601	785	437	785	437	437	601	785	788	437	786	437	601	786	785	601	787	601	787	785	437	786	785	690	790	437	788	787	772	437	786	787	787	787	437	437	785	772	437	601	785	785	785	601	785	787	787	772	437	437	789	785	772	601	786	772	789	601	437	601	786	787	437	785	437	437	437	690	785	772	437	772	601	787	785	785	601	601	601	601	785	785	690	785	601	437	785	786	601	601	601	787	788	690	437	601	788	787	437	786	437	437	787	787	437	788	437	787	786	787	785	601	601	786	787	786	437	437	788	437	788	437	788	772	785	437	601	786	437	437	601	787	787	787	437	601	787	601	601	785	601	437	789	437	789	791	787	601	786	785	786	787	437	787	437	601	785	437	786	437	601	437	437	772	437	601	437	789	788	787	785	437	772	690	785	601	785	787	785	437	437	772	437	786	785	437	787	437	785	437	785	785	437	437	787	785	772	437	788	772	437	601	690	787	785	785	437	786	437	785	772	772	789	785	785	785	437	788	601	601	787	437	789	786	789	601	437	785	785	772	785	786	785	788	772	772	787	437	601	785	437	690	788	437	772	437	787	785	601	601	690	786	437	788	786	772	601	772	772	601	772	601	601	789	787	787	437	785	772	785	437	787	772	601	437	789	601	786	785	437	787	437	786	785	772	437	789	690	787	785	788	772	789	772	601	437	785	437	437	437	437	786	772	788	789	785	786	787	786	437	787	437	786	772	772	601	789	786	787	785	601	785	785	787	787	785	789	437	785	772	785	437	437	601	788	772	787	787	437	437	437	601	437	690	787	690	788	787	772	437	788	437	772	787	786	772	789	772	786	690	786	786	785	787	772	601	788	437	437	786	786	690	437	785	690	437	601	437	437	601	772	785	785	772	437	601	601	437	437	785	790	786	786	690	772	787	788	690	785	772	789	437	437	601	690	786	437	785	786	787	785	785	437	601	787	601	788	772	787	690	786	437	786	437	601	787	789	785	690	788	790	772	437	787	787	437	788	787	785	690	787	788	690	786	437	787	785	785	690	787	787	772	785	601	601	786	772	785	772	785	788	789	786	601	786	437	787	787	785	601	785	787	772	785	786	785	772	785	786	772	787	788	437	787	601	772	601	791	785	789	785	601	690	787	437	787	787	789	791	786	787	785	690	772	690	772	601	601	437	601	787	601	437	787	601	772	437	790	785	789	785	787	772	437	789	786	437	601	785	787	772	601	437	437	787	772	787	772	787	786	772	788	437	786	601	437	690	772	437	601	437	787	786	437	772	785	601	785	785	437	437	601	785	437	772	601	772	772	690	785	437	787	788	788	772	787	785	772	601	789	437	788	601	437	787	690	790	791	791	791	788	787	601	787	437	789	788	791	787	788	791	791	791	690	787	791	787	791	790	690	690	690	690	791	791	690	690	786	690	690	690	690	791	690	690	690	790	786	690	791	690	791	690	791	785	790	690	790	790	690	690	785	690	790	690	690	791	690	790	690	690	690	789	790	791	690	789	790	787	791	791	690	790
